"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_97695_coefficient","contrast_97695_log2fc","contrast_97695_tstat","contrast_97695_pvalue"
"1897","1419144_at","93671","Cd163","CD163 antigen",0.0151,0.2546,0.0594,0.567,0.567,3.9881,0.0016
"1898","1428510_at","330814","Adgrl1","adhesion G protein-coupled receptor L1",0.0151,0.2546,0.0593,-0.1395,-0.1395,-2.2852,0.0403
"1899","1448662_at","14368","Fzd6","frizzled class receptor 6",0.0153,0.2547,0.0603,-0.1335,-0.1335,-1.3728,0.1937
"1900","1440173_x_at","20344","Selp","selectin, platelet",0.0153,0.2547,0.0601,0.2709,0.2709,3.4718,0.0043
"1901","1451888_a_at","23966","Tenm4","teneurin transmembrane protein 4",0.0152,0.2547,0.0597,-0.1656,-0.1656,-2.2258,0.0449
"1902","1438444_at","328971","Spink10","serine peptidase inhibitor, Kazal type 10",0.0153,0.2547,0.0601,-0.0904,-0.0904,-0.9994,0.3364
"1903","1442312_at","81004","Tbl1xr1","transducin (beta)-like 1X-linked receptor 1",0.0153,0.2547,0.0598,0.2895,0.2895,1.6297,0.1278
"1904","1436131_at","233274","Siglech","sialic acid binding Ig-like lectin H",0.0152,0.2547,0.0595,0.2453,0.2453,2.5122,0.0264
"1905","1421067_a_at","18676","Phf2","PHD finger protein 2",0.0153,0.2547,0.0597,-0.3227,-0.3227,-1.7538,0.1037
"1906","1443839_at","75500","1700010H22Rik","RIKEN cDNA 1700010H22 gene",0.0153,0.2547,0.06,-0.1286,-0.1286,-1.3709,0.1943
"1907","1436986_at","20650","Sntb2","syntrophin, basic 2",0.0152,0.2547,0.0597,0.0388,0.0388,0.3309,0.7461
"1908","1427096_s_at","20832","Ssr4","signal sequence receptor, delta",0.0153,0.2547,0.0602,-0.1444,-0.1444,-1.626,0.1286
"1909","1434199_at","210573","Tmem151b","transmembrane protein 151B",0.0153,0.2547,0.0599,-0.235,-0.235,-2.9726,0.0111
"1910","1436498_at","23806","Arih1","ariadne RBR E3 ubiquitin protein ligase 1",0.0152,0.2547,0.0595,-0.0927,-0.0927,-1.5766,0.1396
"1911","1419153_at","68026","Pclaf","PCNA clamp associated factor",0.0153,0.2547,0.0602,0.186,0.186,2.1573,0.0509
"1912","1453498_x_at","68428","Steap3","STEAP family member 3",0.0153,0.2547,0.06,-0.2063,-0.2063,-2.2199,0.0454
"1913","1417954_at","20604","Sst","somatostatin",0.0153,0.2547,0.0601,-0.1287,-0.1287,-1.9236,0.0772
"1914","1435667_at","116837","Rims1","regulating synaptic membrane exocytosis 1",0.0153,0.2547,0.0602,-0.1291,-0.1291,-2.1705,0.0497
"1915","1456874_at","399558","Flrt2","fibronectin leucine rich transmembrane protein 2",0.0152,0.2547,0.0595,0.1562,0.1562,1.0977,0.2928
"1916","1438264_a_at","22019","Tpp2","tripeptidyl peptidase II",0.0152,0.2547,0.0596,0.2262,0.2262,1.4361,0.1753
"1917","1439333_at","67498","Kcnv1","potassium channel, subfamily V, member 1",0.0153,0.2547,0.0598,-0.2066,-0.2066,-1.6373,0.1262
"1918","1427390_at","232946","Bloc1s3","biogenesis of lysosomal organelles complex-1, subunit 3",0.0153,0.2547,0.0599,-0.1988,-0.1988,-2.9437,0.0117
"1919","1450826_a_at","20210","Saa3","serum amyloid A 3",0.0153,0.2547,0.0602,0.6677,0.6677,3.0631,0.0093
"1920","1416918_at","53310","Dlg3","discs large MAGUK scaffold protein 3",0.0153,0.2547,0.0601,-0.0954,-0.0954,-1.5997,0.1344
"1921","1417985_at","67122","Nrarp","Notch-regulated ankyrin repeat protein",0.0154,0.255,0.0603,-0.2715,-0.2715,-3.565,0.0036
"1922","1460223_a_at","13829","Dmtn","dematin actin binding protein",0.0154,0.2551,0.0603,-0.163,-0.163,-2.3915,0.0331
"1923","1440972_at","18193","Nsd1","nuclear receptor-binding SET-domain protein 1",0.0155,0.2552,0.0605,0.1613,0.1613,1.1343,0.2777
"1924","1434942_at","66580","Esf1","ESF1 nucleolar pre-rRNA processing protein homolog",0.0155,0.2552,0.0608,0.0868,0.0868,1.2598,0.2305
"1925","1455802_x_at","23795","Agr2","anterior gradient 2",0.0155,0.2552,0.0605,0.1487,0.1487,2.5549,0.0244
"1926","1417757_at","22249","Unc13b","unc-13 homolog B",0.0154,0.2552,0.0603,-0.1075,-0.1075,-1.5907,0.1364
"1927","1423088_at","50875","Tmod3","tropomodulin 3",0.0155,0.2552,0.0608,0.2602,0.2602,2.5478,0.0247
"1928","1417060_at","76497","Ppp1r11","protein phosphatase 1, regulatory inhibitor subunit 11",0.0155,0.2552,0.0608,-0.208,-0.208,-3.7924,0.0024
"1929","1417238_at","14030","Ewsr1","Ewing sarcoma breakpoint region 1",0.0154,0.2552,0.0605,0.0176,0.0176,0.2126,0.835
"1930","1428016_a_at","69903","Rasip1","Ras interacting protein 1",0.0155,0.2552,0.0608,0.242,0.242,3.1848,0.0074
"1931","1434193_at","100039968","Tmem35b","transmembrane protein 35B",0.0154,0.2552,0.0604,-0.1454,-0.1454,-2.2193,0.0455
"1932","1437243_at","98314","D2hgdh","D-2-hydroxyglutarate dehydrogenase",0.0155,0.2552,0.0605,-0.0989,-0.0989,-1.1555,0.2693
"1933","1448252_a_at","55949","Eef1b2","eukaryotic translation elongation factor 1 beta 2",0.0155,0.2552,0.0607,0.1222,0.1222,1.9644,0.0719
"1934","1437907_a_at","21371","Tbca","tubulin cofactor A",0.0155,0.2552,0.0608,0.0486,0.0486,0.7881,0.4452
"1935","1439127_at","230249","Ecpas","Ecm29 proteasome adaptor and scaffold",0.0155,0.2552,0.0607,0.3646,0.3646,1.6933,0.1149
"1936","1439509_at","71458","Bcor","BCL6 interacting corepressor",0.0154,0.2552,0.0604,-0.1053,-0.1053,-1.5871,0.1372
"1937","1456315_a_at","30963","Hacd1","3-hydroxyacyl-CoA dehydratase 1",0.0155,0.2552,0.0609,-0.1828,-0.1828,-2.7116,0.0182
"1938","1460652_at","26379","Esrra","estrogen related receptor, alpha",0.0155,0.2552,0.0605,-0.2248,-0.2248,-2.8249,0.0147
"1939","1456940_at","215113","Slc43a2","solute carrier family 43, member 2",0.0155,0.2552,0.0607,0.2092,0.2092,0.9904,0.3406
"1940","1423673_at","223732","Rtl6","retrotransposon Gag like 6",0.0155,0.2552,0.0606,-0.1409,-0.1409,-2.4107,0.0319
"1941","1418938_at","13371","Dio2","deiodinase, iodothyronine, type II",0.0154,0.2552,0.0603,0.1059,0.1059,1.2334,0.2399
"1942","1454650_at","66854","Trim35","tripartite motif-containing 35",0.0155,0.2552,0.0606,-0.046,-0.046,-0.7754,0.4524
"1943","1444137_at","319650","A430108G06Rik","RIKEN cDNA A430108G06 gene",0.0155,0.2552,0.0606,0.1803,0.1803,1.7348,0.1071
"1944","1452616_s_at","381760","Ssbp1","single-stranded DNA binding protein 1",0.0155,0.2552,0.0609,0.1551,0.1551,2.5386,0.0252
"1945","1427942_at","237504","Rassf9","Ras association (RalGDS/AF-6) domain family (N-terminal) member 9",0.0155,0.2552,0.0609,0.1084,0.1084,1.2493,0.2342
"1946","1418140_at","13193","Dcx","doublecortin",0.0156,0.2552,0.0609,-0.2542,-0.2542,-2.5659,0.0239
"1947","1425414_at","228852","Ppp1r16b","protein phosphatase 1, regulatory subunit 16B",0.0156,0.2555,0.061,-0.1607,-0.1607,-1.9376,0.0754
"1948","1450511_at","18198","Musk","muscle, skeletal, receptor tyrosine kinase",0.0156,0.2558,0.061,-0.1188,-0.1188,-1.5493,0.146
"1949","1427350_a_at","107999","Gtpbp6","GTP binding protein 6 (putative)",0.0156,0.2558,0.061,-0.0889,-0.0889,-1.3621,0.197
"1950","1452344_at","20975","Synj2","synaptojanin 2",0.0156,0.2561,0.061,-0.1948,-0.1948,-2.2841,0.0404
"1951","1447283_at","211484","Tsga10","testis specific 10",0.0157,0.2565,0.0611,0.1002,0.1002,1.2027,0.2512
"1952","1417180_at","18554","Pcsk7","proprotein convertase subtilisin/kexin type 7",0.0157,0.2565,0.0611,-0.1468,-0.1468,-2.5766,0.0234
"1953","1435418_at","19879","Slc22a8","solute carrier family 22 (organic anion transporter), member 8",0.0157,0.2571,0.0612,-0.2407,-0.2407,-2.9278,0.0121
"1954","1426618_a_at","68273","Pomgnt1","protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase",0.0157,0.2571,0.0612,-0.1734,-0.1734,-2.8183,0.0149
"1955","1423518_at","12988","Csk","c-src tyrosine kinase",0.0158,0.2572,0.0612,-0.1351,-0.1351,-2.369,0.0345
"1956","1422529_s_at","12373","Casq2","calsequestrin 2",0.0158,0.2572,0.0613,-0.2335,-0.2335,-2.3168,0.038
"1957","1428155_at","76501","Commd9","COMM domain containing 9",0.0158,0.2573,0.0613,-0.1613,-0.1613,-2.2578,0.0424
"1958","1423289_a_at","66282","Tma16","translation machinery associated 16",0.0158,0.2573,0.0613,0.2314,0.2314,2.4506,0.0297
"1959","1428564_at","68490","Zfp579","zinc finger protein 579",0.0158,0.2575,0.0614,-0.2568,-0.2568,-3.6419,0.0031
"1960","1418141_at","13193","Dcx","doublecortin",0.0158,0.2575,0.0614,-0.3296,-0.3296,-3.8222,0.0022
"1961","1422601_at","20723","Serpinb9","serine (or cysteine) peptidase inhibitor, clade B, member 9",0.0159,0.2576,0.0616,0.2489,0.2489,2.8645,0.0136
"1962","1452620_at","74551","Pck2","phosphoenolpyruvate carboxykinase 2 (mitochondrial)",0.0158,0.2576,0.0615,0.1167,0.1167,1.1451,0.2734
"1963","1460674_at","71904","Paqr7","progestin and adipoQ receptor family member VII",0.0158,0.2576,0.0615,-0.2251,-0.2251,-2.8963,0.0128
"1964","1418031_at","17925","Myo9b","myosin IXb",0.0159,0.2576,0.0615,-0.1322,-0.1322,-2.2075,0.0464
"1965","1417152_at","67991","Nacc2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.0158,0.2576,0.0615,-0.1634,-0.1634,-2.8043,0.0153
"1966","1447807_s_at","211945","Plekhh1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1",0.0159,0.2576,0.0616,-0.0962,-0.0962,-1.2822,0.2228
"1967","1448311_at","22225","Usp5","ubiquitin specific peptidase 5 (isopeptidase T)",0.0159,0.2577,0.0617,-0.1472,-0.1472,-2.4669,0.0288
"1968","1445291_at","100532730","C230037L18Rik","RIKEN cDNA C230037L18 gene",0.0159,0.258,0.0617,0.2251,0.2251,1.408,0.1833
"1969","1426318_at","282663","Serpinb1b","serine (or cysteine) peptidase inhibitor, clade B, member 1b",0.0159,0.258,0.0617,0.1406,0.1406,1.2375,0.2384
"1970","1422741_a_at","70508","Bbx","bobby sox HMG box containing",0.0159,0.258,0.0617,0.2744,0.2744,1.2549,0.2322
"1971","1450610_at","22226","Ucn","urocortin",0.0159,0.2582,0.0618,-0.151,-0.151,-1.8404,0.0893
"1972","1429809_at","278279","Tmtc2","transmembrane and tetratricopeptide repeat containing 2",0.016,0.2582,0.0618,-0.0732,-0.0732,-0.9387,0.3655
"1973","1440467_at","382090","Cep162","centrosomal protein 162",0.016,0.2582,0.0618,0.0605,0.0605,0.6386,0.5345
"1974","1417744_a_at","64143","Ralb","v-ral simian leukemia viral oncogene B",0.016,0.2582,0.062,-0.1617,-0.1617,-2.6267,0.0213
"1975","1460638_at","107271","Yars1","tyrosyl-tRNA synthetase 1",0.016,0.2582,0.0618,-0.1757,-0.1757,-2.5673,0.0239
"1976","1425783_at","74413","Tc2n","tandem C2 domains, nuclear",0.016,0.2582,0.0619,-0.1673,-0.1673,-2.6742,0.0195
"1977","1436737_a_at","20411","Sorbs1","sorbin and SH3 domain containing 1",0.016,0.2582,0.062,0.1361,0.1361,1.5398,0.1483
"1978","1450920_at","12442","Ccnb2","cyclin B2",0.016,0.2582,0.0619,0.1156,0.1156,1.271,0.2266
"1979","1440823_x_at","276829","Smtnl2","smoothelin-like 2",0.0161,0.2588,0.062,-0.2925,-0.2925,-3.2619,0.0064
"1980","1418568_x_at","20813","Srp14","signal recognition particle 14",0.0161,0.2588,0.0622,0.108,0.108,2.0826,0.0582
"1981","1431284_a_at","73658","Spns1","SPNS lysolipid transporter 1, lysophospholipid",0.0161,0.2588,0.0621,-0.0601,-0.0601,-1.0857,0.2979
"1982","1417153_at","67991","Nacc2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.0161,0.2588,0.062,-0.0127,-0.0127,-0.0892,0.9303
"1983","1440339_at","18605","Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1",0.0161,0.2588,0.0621,-0.0487,-0.0487,-0.7313,0.4779
"1984","1450581_at","14429","Galr3","galanin receptor 3",0.016,0.2588,0.062,-0.2758,-0.2758,-3.2946,0.006
"1985","1453417_at","74396","4933407K13Rik","RIKEN cDNA 4933407K13 gene",0.0161,0.2588,0.0622,0.2074,0.2074,2.0017,0.0673
"1986","1447715_x_at","320769","Prdx6b","peroxiredoxin 6B",0.0161,0.2588,0.0621,-0.1901,-0.1901,-2.8716,0.0134
"1987","1428467_at","230908","Tardbp","TAR DNA binding protein",0.0161,0.2588,0.0622,-0.0934,-0.0934,-1.5655,0.1422
"1988","1443525_at","223843","Dbx2","developing brain homeobox 2",0.0161,0.2588,0.0623,-0.2499,-0.2499,-2.6887,0.019
"1989","1419155_a_at","20677","Sox4","SRY (sex determining region Y)-box 4",0.0161,0.2588,0.0622,-0.3362,-0.3362,-3.9857,0.0016
"1990","1433750_at","20529","Slc31a1","solute carrier family 31, member 1",0.0161,0.259,0.0623,0.1608,0.1608,2.6149,0.0218
"1991","1436395_at","239319","Card6","caspase recruitment domain family, member 6",0.0162,0.2592,0.0623,0.2339,0.2339,3.1112,0.0085
"1992","1445425_at","432958","Gm20740","predicted gene, 20740",0.0162,0.2592,0.0624,-0.1245,-0.1245,-1.6536,0.1228
"1993","1429891_at","75568","Capsl","calcyphosine-like",0.0162,0.2592,0.0626,0.1783,0.1783,2.0552,0.0611
"1994","1421910_at","21411","Tcf20","transcription factor 20",0.0162,0.2592,0.0624,-0.2162,-0.2162,-3.9661,0.0017
"1995","1424629_at","12189","Brca1","breast cancer 1, early onset",0.0162,0.2592,0.0626,0.3542,0.3542,2.9533,0.0115
"1996","1423947_at","73737","Bbln","bublin coiled coil protein",0.0162,0.2592,0.0625,-0.2907,-0.2907,-2.4363,0.0305
"1997","1415797_at","12305","Ddr1","discoidin domain receptor family, member 1",0.0162,0.2592,0.0624,-0.1134,-0.1134,-1.5565,0.1443
"1998","1460588_at","241066","Carf","calcium response factor",0.0162,0.2592,0.0626,0.1499,0.1499,1.9922,0.0684
"1999","1417414_at","24050","Septin3","septin 3",0.0162,0.2592,0.0625,-0.1043,-0.1043,-1.5671,0.1418
"2000","1437250_at","381269","Mreg","melanoregulin",0.0162,0.2592,0.0624,0.2405,0.2405,2.3095,0.0385
"2001","1449442_at","18631","Pex11a","peroxisomal biogenesis factor 11 alpha",0.0162,0.2592,0.0624,-0.1635,-0.1635,-2.4962,0.0272
"2002","1426249_at","110355","Grk2","G protein-coupled receptor kinase 2",0.0162,0.2592,0.0625,-0.1597,-0.1597,-2.8263,0.0146
"2003","1425860_x_at","75458","Cklf","chemokine-like factor",0.0163,0.2592,0.0628,0.2749,0.2749,2.4853,0.0278
"2004","1429602_at","69655","Cd164l2","CD164 sialomucin-like 2",0.0163,0.2592,0.0627,-0.1123,-0.1123,-1.1154,0.2854
"2005","1419687_at","107227","Macrod1","mono-ADP ribosylhydrolase 1",0.0163,0.2592,0.0627,-0.1092,-0.1092,-1.7004,0.1135
"2006","1416271_at","64058","Perp","PERP, TP53 apoptosis effector",0.0162,0.2592,0.0626,0.2022,0.2022,3.2953,0.006
"2007","1453297_at","71146","Golga7b","golgin A7B",0.0163,0.2592,0.0628,-0.1527,-0.1527,-2.04,0.0628
"2008","1438585_at","319565","Syne2","spectrin repeat containing, nuclear envelope 2",0.0163,0.2592,0.0627,0.18,0.18,2.0956,0.0569
"2009","1452716_at","70564","Prxl2a","peroxiredoxin like 2A",0.0163,0.2592,0.0628,0.0266,0.0266,0.4222,0.68
"2010","1453961_a_at","68929","Mospd3","motile sperm domain containing 3",0.0163,0.2592,0.0629,-0.1786,-0.1786,-1.7522,0.104
"2011","1450092_at","20589","Ighmbp2","immunoglobulin mu DNA binding protein 2",0.0163,0.2595,0.0629,-0.1366,-0.1366,-1.8359,0.09
"2012","1422313_a_at","16011","Igfbp5","insulin-like growth factor binding protein 5",0.0164,0.2597,0.063,-0.365,-0.365,-2.611,0.022
"2013","1460482_at","319807","Nwd2","NACHT and WD repeat domain containing 2",0.0164,0.2597,0.063,-0.1576,-0.1576,-1.4912,0.1605
"2014","1433918_at","235040","Atg4d","autophagy related 4D, cysteine peptidase",0.0164,0.2597,0.063,-0.1509,-0.1509,-2.0666,0.0599
"2015","1424431_at","78752","Csgalnact2","chondroitin sulfate N-acetylgalactosaminyltransferase 2",0.0164,0.2597,0.063,0.0889,0.0889,1.4127,0.1819
"2016","1448152_at","16002","Igf2","insulin-like growth factor 2",0.0164,0.2597,0.0631,-0.1967,-0.1967,-2.2323,0.0444
"2017","1451321_a_at","71684","Rbm43","RNA binding motif protein 43",0.0164,0.2597,0.063,0.216,0.216,2.8917,0.0129
"2018","1433571_at","218442","Serinc5","serine incorporator 5",0.0164,0.2598,0.0631,0.1281,0.1281,1.7045,0.1128
"2019","1431757_s_at","75995","5033417F24Rik","RIKEN cDNA 5033417F24 gene",0.0164,0.2598,0.0632,-0.2113,-0.2113,-2.421,0.0313
"2020","1417104_at","13732","Emp3","epithelial membrane protein 3",0.0164,0.2598,0.0631,0.1535,0.1535,1.7136,0.111
"2021","1452766_at","72948","Tppp","tubulin polymerization promoting protein",0.0164,0.2598,0.0632,-0.1052,-0.1052,-1.8559,0.0869
"2022","1432550_at","78052","Tmem190","transmembrane protein 190",0.0164,0.2599,0.0632,-0.2596,-0.2596,-3.0759,0.0091
"2023","1416775_at","66349","Dmac2","distal membrane arm assembly complex 2",0.0165,0.2599,0.0635,-0.1096,-0.1096,-1.8993,0.0806
"2024","1440132_s_at","19085","Prkar1b","protein kinase, cAMP dependent regulatory, type I beta",0.0165,0.2599,0.0635,-0.1119,-0.1119,-1.4188,0.1802
"2025","1435104_at","68268","Zdhhc21","zinc finger, DHHC domain containing 21",0.0165,0.2599,0.0636,-0.1349,-0.1349,-1.7557,0.1033
"2026","1442219_at","666926","Gm8369","predicted gene 8369",0.0165,0.2599,0.0636,0.2114,0.2114,1.9743,0.0706
"2027","1419128_at","16411","Itgax","integrin alpha X",0.0165,0.2599,0.0635,0.2246,0.2246,2.994,0.0107
"2028","1455701_at","233071","Arhgap33","Rho GTPase activating protein 33",0.0166,0.2599,0.0637,-0.2442,-0.2442,-2.8243,0.0147
"2029","1434341_x_at","66152","Uqcr10","ubiquinol-cytochrome c reductase, complex III subunit X",0.0165,0.2599,0.0634,-0.1991,-0.1991,-2.6085,0.0221
"2030","1420542_at","246738","Dnajc28","DnaJ heat shock protein family (Hsp40) member C28",0.0165,0.2599,0.0636,0.0903,0.0903,0.5317,0.6041
"2031","1428216_s_at","66169","Tomm7","translocase of outer mitochondrial membrane 7",0.0165,0.2599,0.0633,-0.1032,-0.1032,-1.3833,0.1905
"2032","1417695_a_at","20652","Soat1","sterol O-acyltransferase 1",0.0165,0.2599,0.0634,0.1649,0.1649,1.3079,0.2142
"2033","1455807_at","239364","Tspyl5","testis-specific protein, Y-encoded-like 5",0.0165,0.2599,0.0634,-0.149,-0.149,-2.4511,0.0296
"2034","1434831_a_at","56484","Foxo3","forkhead box O3",0.0166,0.2599,0.0637,0.1693,0.1693,2.9486,0.0116
"2035","1426587_a_at","20848","Stat3","signal transducer and activator of transcription 3",0.0165,0.2599,0.0636,0.3575,0.3575,3.9227,0.0018
"2036","1452728_at","67703","Kirrel3","kirre like nephrin family adhesion molecule 3",0.0165,0.2599,0.0633,-0.0701,-0.0701,-1.319,0.2106
"2037","1448289_at","12933","Crmp1","collapsin response mediator protein 1",0.0165,0.2599,0.0633,-0.1438,-0.1438,-2.2075,0.0464
"2038","1417683_at","66593","Diablo","diablo, IAP-binding mitochondrial protein",0.0165,0.2599,0.0635,-0.1708,-0.1708,-2.8442,0.0142
"2039","1422912_at","12159","Bmp4","bone morphogenetic protein 4",0.0166,0.26,0.0638,0.3531,0.3531,3.889,0.002
"2040","1426824_at","103554","Psme4","proteasome (prosome, macropain) activator subunit 4",0.0166,0.2601,0.0638,0.1909,0.1909,1.9446,0.0744
"2041","1426458_at","83997","Slmap","sarcolemma associated protein",0.0166,0.2601,0.0638,0.121,0.121,0.6432,0.5316
"2042","1451573_a_at","20909","Stx4a","syntaxin 4A (placental)",0.0166,0.2602,0.0638,-0.0887,-0.0887,-1.5137,0.1547
"2043","1429183_at","67451","Pkp2","plakophilin 2",0.0167,0.2605,0.0639,0.518,0.518,2.8949,0.0129
"2044","1451274_at","18293","Ogdh","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)",0.0167,0.2607,0.0639,-0.1294,-0.1294,-1.8255,0.0917
"2045","1459385_at","67886","Camsap2","calmodulin regulated spectrin-associated protein family, member 2",0.0167,0.2608,0.064,0.1122,0.1122,0.884,0.3932
"2046","1452673_at","71810","Ranbp3","RAN binding protein 3",0.0167,0.2608,0.064,-0.1692,-0.1692,-2.3265,0.0373
"2047","1425519_a_at","16149","Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",0.0167,0.2608,0.064,0.4072,0.4072,2.4876,0.0277
"2048","1453030_at","77853","Msl2","MSL complex subunit 2",0.0167,0.2608,0.064,0.0993,0.0993,0.8611,0.4052
"2049","1436618_at","94282","Sfxn5","sideroflexin 5",0.0167,0.261,0.0641,-0.1666,-0.1666,-2.5888,0.0229
"2050","1424657_at","216965","Taok1","TAO kinase 1",0.0167,0.261,0.0641,-0.2468,-0.2468,-3.9949,0.0016
"2051","1427973_s_at","214498","Cdc73","cell division cycle 73, Paf1/RNA polymerase II complex component",0.0167,0.261,0.0641,0.1858,0.1858,2.2056,0.0466
"2052","1438667_at","319613","Sybu","syntabulin (syntaxin-interacting)",0.0167,0.261,0.0642,-0.0816,-0.0816,-1.1603,0.2674
"2053","1418589_a_at","17349","Mlf1","myeloid leukemia factor 1",0.0168,0.2612,0.0642,0.3266,0.3266,3.7141,0.0027
"2054","1424573_at","73130","Tmed5","transmembrane p24 trafficking protein 5",0.0168,0.2612,0.0642,0.0231,0.0231,0.2326,0.8198
"2055","1428684_at","68971","Tamm41","TAM41 mitochondrial translocator assembly and maintenance homolog",0.0168,0.2613,0.0644,0.189,0.189,2.9008,0.0127
"2056","1437695_at","246313","Prokr2","prokineticin receptor 2",0.0169,0.2613,0.0644,-0.3109,-0.3109,-3.5487,0.0037
"2057","1437079_at","214084","Slc18a2","solute carrier family 18 (vesicular monoamine), member 2",0.0168,0.2613,0.0643,0.221,0.221,2.2747,0.0411
"2058","1424428_at","233875","Ino80e","INO80 complex subunit E",0.0168,0.2613,0.0644,-0.1335,-0.1335,-2.1742,0.0493
"2059","1428041_at","100036538","BC028777","cDNA sequence BC028777",0.0169,0.2613,0.0646,-0.0324,-0.0324,-0.4905,0.6322
"2060","1428362_at","13690","Eif4g2","eukaryotic translation initiation factor 4, gamma 2",0.0169,0.2613,0.0644,-0.1251,-0.1251,-2.1703,0.0497
"2061","1429240_at","170459","Stard4","StAR related lipid transfer domain containing 4",0.0169,0.2613,0.0645,-0.2645,-0.2645,-3.9171,0.0019
"2062","1457373_at","227485","Cdh19","cadherin 19, type 2",0.0169,0.2613,0.0645,0.6886,0.6886,4.4584,7e-04
"2063","1426246_at","19128","Pros1","protein S (alpha)",0.0169,0.2616,0.0646,0.3054,0.3054,3.4651,0.0044
"2064","1452253_at","50766","Crim1","cysteine rich transmembrane BMP regulator 1",0.0169,0.2616,0.0647,0.2127,0.2127,1.6869,0.1162
"2065","1422878_at","171180","Syt12","synaptotagmin XII",0.0169,0.2617,0.0648,-0.117,-0.117,-1.7571,0.1031
"2066","1424419_at","223664","Lrrc14","leucine rich repeat containing 14",0.0169,0.2617,0.0647,-0.0602,-0.0602,-0.9528,0.3586
"2067","1425355_at","264895","Acsf2","acyl-CoA synthetase family member 2",0.0169,0.2617,0.0647,-0.2045,-0.2045,-1.6958,0.1144
"2068","1453285_at","67020","Tmem88","transmembrane protein 88",0.017,0.2618,0.0648,-0.2345,-0.2345,-2.5112,0.0265
"2069","1430413_at","382245","Tmem29","transmembrane protein 29",0.017,0.2621,0.0649,-0.2214,-0.2214,-2.4736,0.0284
"2070","1447234_s_at","72183","Snx6","sorting nexin 6",0.017,0.2621,0.0649,0.0608,0.0608,0.8457,0.4134
"2071","1456201_at","666737","4632427E13Rik","RIKEN cDNA 4632427E13 gene",0.017,0.2621,0.0648,-0.1147,-0.1147,-1.4817,0.1629
"2072","1459928_at","212391","Lcor","ligand dependent nuclear receptor corepressor",0.0171,0.2621,0.0652,-0.0302,-0.0302,-0.2621,0.7974
"2073","1417035_at","66406","Sac3d1","SAC3 domain containing 1",0.017,0.2621,0.0649,-0.2199,-0.2199,-2.5251,0.0258
"2074","1416503_at","17035","Lxn","latexin",0.017,0.2621,0.065,0.2426,0.2426,4.0368,0.0015
"2075","1438551_at","18014","Neurog1","neurogenin 1",0.0171,0.2621,0.0651,-0.1876,-0.1876,-2.6598,0.02
"2076","1435373_at","27373","Csnk1e","casein kinase 1, epsilon",0.0171,0.2621,0.0651,-0.0855,-0.0855,-1.4561,0.1698
"2077","1418260_at","26559","Hunk","hormonally upregulated Neu-associated kinase",0.017,0.2621,0.0649,-0.0017,-0.0017,-0.0182,0.9858
"2078","1450698_at","13537","Dusp2","dual specificity phosphatase 2",0.0171,0.2621,0.065,0.1488,0.1488,1.9668,0.0716
"2079","1452968_at","68588","Cthrc1","collagen triple helix repeat containing 1",0.017,0.2621,0.065,-0.2183,-0.2183,-3.173,0.0076
"2080","1442939_at","51869","Rif1","replication timing regulatory factor 1",0.0171,0.2627,0.0652,0.0679,0.0679,0.3756,0.7134
"2081","1419574_at","30046","Zfp292","zinc finger protein 292",0.0171,0.2628,0.0652,0.1696,0.1696,2.4522,0.0296
"2082","1452190_at","72461","Prcp","prolylcarboxypeptidase (angiotensinase C)",0.0172,0.2632,0.0653,-0.1827,-0.1827,-2.0747,0.0591
"2083","1431207_at","72852","Mblac2","metallo-beta-lactamase domain containing 2",0.0172,0.2632,0.0653,-0.0971,-0.0971,-1.2605,0.2303
"2084","1452036_a_at","21917","Tmpo","thymopoietin",0.0172,0.2635,0.0654,0.1679,0.1679,2.635,0.021
"2085","1451489_at","71998","Slc25a35","solute carrier family 25, member 35",0.0173,0.2642,0.0654,-0.1949,-0.1949,-2.2382,0.0439
"2086","1426972_at","69608","Sec24d","SEC24 homolog D, COPII coat complex component",0.0173,0.2642,0.0654,0.1314,0.1314,2.1151,0.0549
"2087","1417067_s_at","67426","Coq8a","coenzyme Q8A",0.0173,0.2647,0.0655,0.2425,0.2425,2.9981,0.0106
"2088","1439581_at","70744","6330403L08Rik","RIKEN cDNA 6330403L08 gene",0.0174,0.2648,0.0656,-0.1698,-0.1698,-2.6904,0.0189
"2089","1427899_at","74132","Rnf6","ring finger protein (C3H2C3 type) 6",0.0174,0.2648,0.0656,-0.0719,-0.0719,-1.2803,0.2235
"2090","1438451_at","330914","Arhgap32","Rho GTPase activating protein 32",0.0174,0.2648,0.0656,-5e-04,-5e-04,-0.0034,0.9973
"2091","1451835_at","223227","Sox21","SRY (sex determining region Y)-box 21",0.0174,0.2653,0.0657,-0.4318,-0.4318,-3.7921,0.0024
