"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_140572_coefficient","contrast_140572_log2fc","contrast_140572_tstat","contrast_140572_pvalue","contrast_140573_coefficient","contrast_140573_log2fc","contrast_140573_tstat","contrast_140573_pvalue"
"5021",10352369,"240960","Dnah14","dynein, axonemal, heavy chain 14",4.258e-05,3e-04,0.1671,0.5134,0.5134,6.9509,1.524e-05,0.3071,0.3071,4.1578,0.0013
"5022",10376615,"17910","Myo15a","myosin XVA",4.259e-05,3e-04,0.1671,0.4031,0.4031,5.8824,7.405e-05,-0.1361,-0.1361,-1.9857,0.0704
"5023",10454741,"277250","Kdm3b","KDM3B lysine (K)-specific demethylase 3B",4.268e-05,3e-04,0.1672,0.3226,0.3226,4.656,6e-04,0.4678,0.4678,6.7525,2.02e-05
"5024",10475502,"381417","Slc28a2b","solute carrier family 28 member 2b",4.282e-05,3e-04,0.1672,0.7685,0.7685,6.2441,4.262e-05,0.6758,0.6758,5.4911,1e-04
"5025",10585905,"67287","Parp6","poly (ADP-ribose) polymerase family, member 6",4.282e-05,3e-04,0.1672,-0.4178,-0.4178,-6.3211,3.797e-05,-0.3561,-0.3561,-5.3882,2e-04
"5026",10472538,"241452","Dhrs9","dehydrogenase/reductase 9",4.283e-05,3e-04,0.1672,1.3405,1.3405,7.1784,1.11e-05,0.318,0.318,1.7032,0.1142
"5027",10355730,"69171","Cnppd1","cyclin Pas1/PHO80 domain containing 1",4.315e-05,3e-04,0.1673,0.3914,0.3914,6.0017,6.159e-05,0.3762,0.3762,5.7676,8.858e-05
"5028",10366630,"68212","Tmbim4","transmembrane BAX inhibitor motif containing 4",4.327e-05,3e-04,0.1674,0.4596,0.4596,6.6233,2.434e-05,0.3393,0.3393,4.889,4e-04
"5029",10585988,"270163","Myo9a","myosin IXa",4.332e-05,3e-04,0.1674,-0.6143,-0.6143,-6.5515,2.703e-05,-0.4703,-0.4703,-5.0157,3e-04
"5030",10376339,"103836","Zfp692","zinc finger protein 692",4.344e-05,3e-04,0.1674,-0.4147,-0.4147,-7.2049,1.07e-05,-0.1344,-0.1344,-2.3341,0.0378
"5031",10495530,"69740","Dph5","diphthamide biosynthesis 5",4.344e-05,3e-04,0.1674,0.3465,0.3465,5.0193,3e-04,0.452,0.452,6.5467,2.722e-05
"5032",10356339,"18582","Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta",4.345e-05,3e-04,0.1675,-0.3459,-0.3459,-7.0546,1.318e-05,-0.183,-0.183,-3.7319,0.0029
"5033",10398130,"78801","Ak7","adenylate kinase 7",4.359e-05,3e-04,0.1676,0.8397,0.8397,7.0158,1.391e-05,0.4638,0.4638,3.8753,0.0022
"5034",10434869,"67501","Ccdc50","coiled-coil domain containing 50",4.366e-05,3e-04,0.1676,0.4892,0.4892,7.2001,1.077e-05,0.1537,0.1537,2.2625,0.043
"5035",10547888,"14788","Gpr162","G protein-coupled receptor 162",4.374e-05,3e-04,0.1676,-0.4727,-0.4727,-6.4018,3.368e-05,-0.387,-0.387,-5.2409,2e-04
"5036",10413100,"54169","Kat6b","K(lysine) acetyltransferase 6B",4.375e-05,3e-04,0.1677,-0.4747,-0.4747,-7.2,1.077e-05,-0.1595,-0.1595,-2.4196,0.0323
"5037",10401968,"14420","Galc","galactosylceramidase",4.385e-05,3e-04,0.1677,-0.5736,-0.5736,-7.1678,1.126e-05,-0.1413,-0.1413,-1.7663,0.1027
"5038",10565401,"53320","Folh1","folate hydrolase 1",4.386e-05,3e-04,0.1678,0.555,0.555,4.0725,0.0015,0.9476,0.9476,6.9533,1.519e-05
"5039",10383518,"238023","Hexd","hexosaminidase D",4.388e-05,3e-04,0.1678,-0.4511,-0.4511,-7.196,1.083e-05,-0.141,-0.141,-2.2498,0.044
"5040",10372656,"432508","Cpsf6","cleavage and polyadenylation specific factor 6",4.388e-05,3e-04,0.1678,-0.3276,-0.3276,-5.4802,1e-04,-0.3722,-0.3722,-6.2264,4.377e-05
"5041",10556957,"233812","Mosmo","modulator of smoothened",4.389e-05,3e-04,0.1678,-0.4495,-0.4495,-7.1762,1.113e-05,-0.1826,-0.1826,-2.9152,0.0129
"5042",10363962,"14687","Gnaz","guanine nucleotide binding protein, alpha z subunit",4.407e-05,3e-04,0.1679,-0.8209,-0.8209,-7.1477,1.158e-05,-0.3624,-0.3624,-3.1559,0.0083
"5043",10584236,"330921","Pate2","prostate and testis expressed 2",4.411e-05,3e-04,0.1679,0.2724,0.2724,4.1725,0.0013,0.4514,0.4514,6.9159,1.601e-05
"5044",10372557,"237558","Myrfl","myelin regulatory factor-like",4.414e-05,3e-04,0.168,0.4154,0.4154,7.1624,1.134e-05,0.102,0.102,1.7591,0.104
"5045",10554249,"11595","Acan","aggrecan",4.419e-05,3e-04,0.168,0.522,0.522,5.1248,2e-04,-0.3106,-0.3106,-3.0498,0.0101
"5046",10529613,"59056","Evc","EvC ciliary complex subunit 1",4.421e-05,3e-04,0.168,-0.3718,-0.3718,-6.3097,3.863e-05,-0.3157,-0.3157,-5.3578,2e-04
"5047",10510061,"242736","Pramel12","PRAME like 12",4.425e-05,3e-04,0.1681,0.392,0.392,5.0316,3e-04,0.5081,0.5081,6.5216,2.824e-05
"5048",10432540,"65970","Lima1","LIM domain and actin binding 1",4.429e-05,3e-04,0.1681,0.5231,0.5231,7.1692,1.124e-05,0.2128,0.2128,2.9162,0.0129
"5049",10361509,"64009","Syne1","spectrin repeat containing, nuclear envelope 1",4.436e-05,3e-04,0.1682,-0.7041,-0.7041,-7.1556,1.145e-05,-0.1698,-0.1698,-1.7258,0.11
"5050",10588419,"66595","Aste1","asteroid homolog 1",4.437e-05,3e-04,0.1682,0.4833,0.4833,4.975,3e-04,0.6365,0.6365,6.5518,2.701e-05
"5051",10384123,"52513","Ddx56","DEAD box helicase 56",4.444e-05,3e-04,0.1683,0.3885,0.3885,6.9528,1.52e-05,0.2257,0.2257,4.0383,0.0016
"5052",10502191,"66357","Ostc","oligosaccharyltransferase complex subunit (non-catalytic)",4.446e-05,3e-04,0.1683,0.4438,0.4438,6.5875,2.564e-05,0.3306,0.3306,4.9076,4e-04
"5053",10516296,"230753","Thrap3","thyroid hormone receptor associated protein 3",4.459e-05,3e-04,0.1684,0.4472,0.4472,7.1274,1.191e-05,0.2032,0.2032,3.238,0.0071
"5054",10400089,"380755","Lsmem1","leucine-rich single-pass membrane protein 1",4.459e-05,3e-04,0.1683,0.6701,0.6701,7.1799,1.107e-05,0.2492,0.2492,2.6699,0.0204
"5055",10475890,"17289","Mertk","MER proto-oncogene tyrosine kinase",4.467e-05,3e-04,0.1684,0.7338,0.7338,6.61,2.482e-05,0.5393,0.5393,4.8575,4e-04
"5056",10463687,"226178","Wbp1l","WW domain binding protein 1 like",4.471e-05,3e-04,0.1684,0.4866,0.4866,6.9478,1.531e-05,0.2828,0.2828,4.0382,0.0016
"5057",10525187,"19988","Rpl6","ribosomal protein L6",4.477e-05,3e-04,0.1685,0.3508,0.3508,7.1519,1.151e-05,0.0861,0.0861,1.7549,0.1047
"5058",10502484,"109333","Pkn2","protein kinase N2",4.479e-05,3e-04,0.1685,0.3973,0.3973,6.4446,3.162e-05,0.3168,0.3168,5.138,2e-04
"5059",10347193,"108147","Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",4.488e-05,3e-04,0.1685,0.1775,0.1775,3.7477,0.0028,0.3327,0.3327,7.0245,1.374e-05
"5060",10360806,"12334","Capn2","calpain 2",4.504e-05,3e-04,0.1686,0.5045,0.5045,7.1094,1.221e-05,0.1017,0.1017,1.4329,0.1774
"5061",10479165,"13616","Edn3","endothelin 3",4.509e-05,3e-04,0.1687,-0.5751,-0.5751,-6.4917,2.95e-05,-0.4475,-0.4475,-5.0509,3e-04
"5062",10595126,"71538","Fbxo9","f-box protein 9",4.511e-05,3e-04,0.1687,-0.5259,-0.5259,-7.1699,1.123e-05,-0.198,-0.198,-2.7001,0.0193
"5063",10548422,"320407","Klri2","killer cell lectin-like receptor family I member 2",4.511e-05,3e-04,0.1687,0.414,0.414,6.6099,2.482e-05,0.3031,0.3031,4.8403,4e-04
"5064",10488862,"207182","Ggt7","gamma-glutamyltransferase 7",4.512e-05,3e-04,0.1687,-0.5839,-0.5839,-7.1664,1.128e-05,-0.1643,-0.1643,-2.017,0.0666
"5065",10540408,"16438","Itpr1","inositol 1,4,5-trisphosphate receptor 1",4.512e-05,3e-04,0.1688,-1.5889,-1.5889,-7.1771,1.112e-05,-0.5353,-0.5353,-2.4182,0.0324
"5066",10360463,"319455","Pld5","phospholipase D family member 5",4.519e-05,3e-04,0.1688,-0.9017,-0.9017,-7.1759,1.114e-05,-0.3076,-0.3076,-2.4479,0.0307
"5067",10447224,"213575","Dync2li1","dynein cytoplasmic 2 light intermediate chain 1",4.522e-05,3e-04,0.1688,-0.709,-0.709,-7.1267,1.192e-05,-0.1579,-0.1579,-1.5867,0.1385
"5068",10362615,"103213","Traf3ip2","TRAF3 interacting protein 2",4.524e-05,3e-04,0.1689,0.1719,0.1719,2.6409,0.0215,0.4668,0.4668,7.1703,1.122e-05
"5069",10573637,"102093","Phkb","phosphorylase kinase beta",4.528e-05,3e-04,0.1689,-0.4501,-0.4501,-7.1647,1.131e-05,-0.1277,-0.1277,-2.0318,0.0649
"5070",10565567,"666737","4632427E13Rik","RIKEN cDNA 4632427E13 gene",4.527e-05,3e-04,0.1689,0.4769,0.4769,6.5089,2.876e-05,-0.0495,-0.0495,-0.6763,0.5117
"5071",10475772,"99138","Stard7","StAR related lipid transfer domain containing 7",4.529e-05,3e-04,0.1689,-0.3573,-0.3573,-7.0075,1.407e-05,-0.0452,-0.0452,-0.8855,0.3932
"5072",10537480,"381759","Wee2","WEE1 homolog 2 (S. pombe)",4.531e-05,3e-04,0.169,0.9237,0.9237,6.9477,1.531e-05,0.0838,0.0838,0.6302,0.5403
"5073",10410078,"70484","Slc35d2","solute carrier family 35, member D2",4.532e-05,3e-04,0.169,0.6105,0.6105,7.0076,1.407e-05,0.3296,0.3296,3.7839,0.0026
"5074",10501051,"99712","Cept1","choline/ethanolaminephosphotransferase 1",4.537e-05,3e-04,0.169,0.2166,0.2166,3.5275,0.0042,0.4338,0.4338,7.0646,1.299e-05
"5075",10427095,"209039","Tns2","tensin 2",4.538e-05,3e-04,0.169,0.5796,0.5796,6.7026,2.171e-05,-0.0151,-0.0151,-0.1746,0.8643
"5076",10434291,"108105","B3gnt5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",4.54e-05,3e-04,0.1691,0.4744,0.4744,4.7387,5e-04,0.6664,0.6664,6.656,2.322e-05
"5077",10462922,"74055","Plce1","phospholipase C, epsilon 1",4.55e-05,3e-04,0.1692,0.6051,0.6051,6.8062,1.871e-05,0.391,0.391,4.3981,9e-04
"5078",10390831,"16661","Krt10","keratin 10",4.548e-05,3e-04,0.1691,-0.4702,-0.4702,-7.1466,1.159e-05,-0.1936,-0.1936,-2.9432,0.0123
"5079",10544732,"54353","Skap2","src family associated phosphoprotein 2",4.549e-05,3e-04,0.1692,0.5365,0.5365,5.9541,6.627e-05,0.5184,0.5184,5.7529,9.065e-05
"5080",10535720,"69282","1700001J03Rik","RIKEN cDNA 1700001J03 gene",4.551e-05,3e-04,0.1692,0.6318,0.6318,7.0575,1.312e-05,0.3178,0.3178,3.5497,0.004
"5081",10359635,"98376","Gorab","golgin, RAB6-interacting",4.552e-05,3e-04,0.1692,0.4964,0.4964,6.3936,3.41e-05,0.4032,0.4032,5.1922,2e-04
"5082",10375677,"723845","Mir340","microRNA 340",4.553e-05,3e-04,0.1693,-0.7107,-0.7107,-7.0974,1.241e-05,-0.3333,-0.3333,-3.3287,0.006
"5083",10402766,"11651","Akt1","thymoma viral proto-oncogene 1",4.554e-05,3e-04,0.1693,-0.3481,-0.3481,-6.6921,2.204e-05,-0.2423,-0.2423,-4.6584,6e-04
"5084",10472589,"73373","Phospho2","phosphatase, orphan 2",4.561e-05,3e-04,0.1693,0.5854,0.5854,6.9674,1.489e-05,0.329,0.329,3.9152,0.002
"5085",10545751,"21766","Tex261","testis expressed gene 261",4.582e-05,3e-04,0.1694,0.2235,0.2235,3.6286,0.0035,0.4334,0.4334,7.0353,1.354e-05
"5086",10484987,"22259","Nr1h3","nuclear receptor subfamily 1, group H, member 3",4.595e-05,3e-04,0.1695,0.8115,0.8115,7.1036,1.231e-05,0.3703,0.3703,3.2417,0.0071
"5087",10436087,"57263","Retnlb","resistin like beta",4.602e-05,3e-04,0.1696,0.2958,0.2958,4.0838,0.0015,-0.3032,-0.3032,-4.1866,0.0013
"5088",10586993,"72135","Pygo1","pygopus 1",4.607e-05,3e-04,0.1696,-0.5725,-0.5725,-7.0321,1.36e-05,-0.295,-0.295,-3.6239,0.0035
"5089",10394735,"71853","Pdia6","protein disulfide isomerase associated 6",4.61e-05,3e-04,0.1696,0.2664,0.2664,3.3071,0.0062,0.5711,0.5711,7.0912,1.252e-05
"5090",10358547,"545370","Hmcn1","hemicentin 1",4.611e-05,3e-04,0.1696,-0.7029,-0.7029,-5.8669,7.586e-05,-0.6981,-0.6981,-5.8271,8.071e-05
"5091",10396831,"11847","Arg2","arginase type II",4.613e-05,3e-04,0.1697,0.8651,0.8651,7.1381,1.173e-05,0.3535,0.3535,2.9167,0.0129
"5092",10585980,"270163","Myo9a","myosin IXa",4.615e-05,3e-04,0.1697,-0.7153,-0.7153,-6.483,2.988e-05,-0.5547,-0.5547,-5.0277,3e-04
"5093",10518679,"66454","Nmnat1","nicotinamide nucleotide adenylyltransferase 1",4.619e-05,3e-04,0.1697,-0.456,-0.456,-7.1531,1.149e-05,-0.1331,-0.1331,-2.0876,0.0588
"5094",10552451,"72431","Ceacam18","CEA cell adhesion molecule 18",4.623e-05,3e-04,0.1698,0.9857,0.9857,7.1357,1.177e-05,0.4042,0.4042,2.9259,0.0127
"5095",10601888,"18823","Plp1","proteolipid protein (myelin) 1",4.64e-05,3e-04,0.1698,-0.4158,-0.4158,-4.893,4e-04,-0.557,-0.557,-6.5549,2.689e-05
"5096",10569886,"66682","Trappc5","trafficking protein particle complex 5",4.644e-05,3e-04,0.1698,-0.0986,-0.0986,-1.6021,0.1351,0.3718,0.3718,6.0415,5.795e-05
"5097",10485979,"14617","Gjd2","gap junction protein, delta 2",4.649e-05,3e-04,0.1699,-0.5698,-0.5698,-7.0632,1.302e-05,-0.103,-0.103,-1.2766,0.2259
"5098",10359297,"71679","Atp5pd","ATP synthase peripheral stalk subunit d",4.651e-05,3e-04,0.1699,-0.4343,-0.4343,-5.5617,1e-04,-0.4762,-0.4762,-6.0977,5.318e-05
"5099",10401359,"70127","Dpf3","double PHD fingers 3",4.651e-05,3e-04,0.1699,-0.6151,-0.6151,-7.0712,1.287e-05,-0.2946,-0.2946,-3.3862,0.0054
"5100",10439766,"58998","Nectin3","nectin cell adhesion molecule 3",4.648e-05,3e-04,0.1699,-0.2016,-0.2016,-2.3858,0.0344,-0.6045,-0.6045,-7.1553,1.146e-05
"5101",10586759,"12175","Bnip2","BCL2/adenovirus E1B interacting protein 2",4.662e-05,3e-04,0.17,0.5174,0.5174,6.8685,1.712e-05,0.3143,0.3143,4.1733,0.0013
"5102",10549473,"232560","Caprin2","caprin family member 2",4.666e-05,3e-04,0.1701,-0.5266,-0.5266,-7.0069,1.409e-05,-0.2773,-0.2773,-3.6898,0.0031
"5103",10576482,"68865","Arv1","ARV1 homolog, fatty acid homeostasis modulator",4.666e-05,3e-04,0.1701,0.5383,0.5383,5.5851,1e-04,0.5855,0.5855,6.0744,5.51e-05
"5104",10442454,"67078","Pgp","phosphoglycolate phosphatase",4.679e-05,3e-04,0.1701,-0.308,-0.308,-4.9422,3e-04,-0.4063,-0.4063,-6.5196,2.832e-05
"5105",10473118,"22193","Ube2e3","ubiquitin-conjugating enzyme E2E 3",4.685e-05,3e-04,0.1701,-0.4264,-0.4264,-6.9925,1.437e-05,-0.2278,-0.2278,-3.7357,0.0028
"5106",10366301,"19988","Rpl6","ribosomal protein L6",4.687e-05,3e-04,0.1702,0.3295,0.3295,7.0438,1.338e-05,0.0559,0.0559,1.1947,0.2553
"5107",10401637,"217718","Nek9","NIMA (never in mitosis gene a)-related expressed kinase 9",4.687e-05,3e-04,0.1702,0.3851,0.3851,7.0879,1.258e-05,0.1762,0.1762,3.244,0.007
"5108",10590620,"12769","Ccr9","C-C motif chemokine receptor 9",4.688e-05,3e-04,0.1702,0.4685,0.4685,5.7777,8.719e-05,0.478,0.478,5.8954,7.258e-05
"5109",10588819,"69398","Cdhr4","cadherin-related family member 4",4.693e-05,3e-04,0.1703,0.1993,0.1993,2.7705,0.0169,0.5133,0.5133,7.1361,1.176e-05
"5110",10443980,"17916","Myo1f","myosin IF",4.697e-05,3e-04,0.1703,1.2455,1.2455,7.0661,1.297e-05,0.5941,0.5941,3.3706,0.0056
"5111",10558295,"360216","Zranb1","zinc finger, RAN-binding domain containing 1",4.698e-05,3e-04,0.1703,0.642,0.642,7.1305,1.186e-05,0.2558,0.2558,2.8417,0.0148
"5112",10389245,"217031","Tada2a","transcriptional adaptor 2A",4.701e-05,3e-04,0.1703,-0.7929,-0.7929,-7.1345,1.179e-05,-0.2198,-0.2198,-1.9781,0.0713
"5113",10567987,"246779","Il27","interleukin 27",4.708e-05,3e-04,0.1704,0.2459,0.2459,2.1463,0.053,0.8181,0.8181,7.1416,1.168e-05
"5114",10449608,"74762","Mdga1","MAM domain containing glycosylphosphatidylinositol anchor 1",4.72e-05,3e-04,0.1704,-0.4405,-0.4405,-6.1817,4.682e-05,-0.3874,-0.3874,-5.4368,1e-04
"5115",10581448,"100303740","Snora75","small nucleolar RNA, H/ACA box 75",4.741e-05,3e-04,0.1705,0.668,0.668,6.9282,1.573e-05,0.3799,0.3799,3.94,0.002
"5116",10584165,"67703","Kirrel3","kirre like nephrin family adhesion molecule 3",4.771e-05,3e-04,0.1705,-0.5157,-0.5157,-7.1349,1.178e-05,-0.1626,-0.1626,-2.2493,0.044
"5117",10533095,"231672","Fbxw8","F-box and WD-40 domain protein 8",4.774e-05,3e-04,0.1705,0.3792,0.3792,6.9708,1.482e-05,0.2046,0.2046,3.7615,0.0027
"5118",10516778,"619605","Zcchc17","zinc finger, CCHC domain containing 17",4.781e-05,3e-04,0.1706,-0.4102,-0.4102,-5.4563,1e-04,-0.4626,-0.4626,-6.1529,4.89e-05
"5119",10352503,"23827","Bpnt1","3'(2'), 5'-bisphosphate nucleotidase 1",4.783e-05,3e-04,0.1706,-0.4,-0.4,-7.0782,1.275e-05,-0.1809,-0.1809,-3.2014,0.0076
"5120",10439744,"84544","Cd96","CD96 antigen",4.783e-05,3e-04,0.1706,0.6136,0.6136,6.9351,1.558e-05,0.3442,0.3442,3.8903,0.0021
"5121",10466735,"381217","Entrep1","endosomal transmembrane epsin interactor 1",4.787e-05,3e-04,0.1707,0.3916,0.3916,6.7173,2.125e-05,0.2626,0.2626,4.5035,7e-04
"5122",10462918,"240660","Slc35g1","solute carrier family 35, member G1",4.789e-05,3e-04,0.1707,-0.2264,-0.2264,-3.1933,0.0077,-0.502,-0.502,-7.0784,1.275e-05
"5123",10494441,"545554","Ankrd34a","ankyrin repeat domain 34A",4.797e-05,3e-04,0.1707,-0.4193,-0.4193,-6.1493,4.917e-05,-0.3721,-0.3721,-5.4562,1e-04
"5124",10457183,"67988","Tmx3","thioredoxin-related transmembrane protein 3",4.799e-05,3e-04,0.1708,-0.4788,-0.4788,-5.5772,1e-04,-0.5194,-0.5194,-6.0499,5.721e-05
"5125",10415074,"140743","Rem2","rad and gem related GTP binding protein 2",4.802e-05,3e-04,0.1708,0.7858,0.7858,7.1042,1.23e-05,0.197,0.197,1.7807,0.1002
"5126",10600953,"13607","Eda","ectodysplasin-A",4.81e-05,3e-04,0.1708,-0.489,-0.489,-7.0932,1.249e-05,-0.1158,-0.1158,-1.6804,0.1187
"5127",10473779,"13046","Celf1","CUGBP, Elav-like family member 1",4.815e-05,3e-04,0.1708,-0.6031,-0.6031,-6.7735,1.96e-05,-0.3878,-0.3878,-4.355,9e-04
"5128",10430247,"56551","Txn2","thioredoxin 2",4.817e-05,3e-04,0.1709,-0.337,-0.337,-7.1291,1.188e-05,-0.1111,-0.1111,-2.3496,0.0367
"5129",10598126,"78772","Hhipl2","hedgehog interacting protein-like 2",4.818e-05,3e-04,0.1709,0.8295,0.8295,6.9444,1.538e-05,0.458,0.458,3.8344,0.0024
"5130",10377889,"50932","Mink1","misshapen-like kinase 1 (zebrafish)",4.818e-05,3e-04,0.1709,-0.4961,-0.4961,-6.5373,2.759e-05,-0.3689,-0.3689,-4.8602,4e-04
"5131",10403834,"20379","Sfrp4","secreted frizzled-related protein 4",4.819e-05,3e-04,0.171,0.8219,0.8219,6.0868,5.407e-05,0.7464,0.7464,5.5277,1e-04
"5132",10545780,"75914","Exoc6b","exocyst complex component 6B",4.833e-05,3e-04,0.1711,-0.3192,-0.3192,-6.5092,2.875e-05,-0.2405,-0.2405,-4.9054,4e-04
"5133",10435329,"239839","Ccdc14","coiled-coil domain containing 14",4.833e-05,3e-04,0.171,0.2001,0.2001,3.2487,0.007,0.435,0.435,7.0633,1.302e-05
"5134",10450957,"83815","Cenpq","centromere protein Q",4.834e-05,3e-04,0.1711,0.8153,0.8153,6.2726,4.083e-05,0.6863,0.6863,5.2801,2e-04
"5135",10527340,"100683","Trrap","transformation/transcription domain-associated protein",4.845e-05,3e-04,0.1712,-0.437,-0.437,-6.7682,1.975e-05,-0.2812,-0.2812,-4.3549,9e-04
"5136",10413461,"238988","Erc2","ELKS/RAB6-interacting/CAST family member 2",4.849e-05,3e-04,0.1712,-0.5866,-0.5866,-5.7266,9.448e-05,-0.6049,-0.6049,-5.9047,7.154e-05
"5137",10385647,"237758","Zfp454","zinc finger protein 454",4.851e-05,3e-04,0.1712,-0.3458,-0.3458,-6.6912,2.206e-05,-0.2344,-0.2344,-4.5356,7e-04
"5138",10491313,"18417","Cldn11","claudin 11",4.854e-05,3e-04,0.1712,0.5452,0.5452,7.023,1.377e-05,0.269,0.269,3.4649,0.0047
"5139",10443836,"72462","Rrp1b","ribosomal RNA processing 1B",4.855e-05,3e-04,0.1713,0.5177,0.5177,6.5698,2.631e-05,0.3771,0.3771,4.7857,4e-04
"5140",10420089,"18002","Nedd8","neural precursor cell expressed, developmentally down-regulated gene 8",4.886e-05,3e-04,0.1714,-0.4209,-0.4209,-7.0898,1.254e-05,-0.1044,-0.1044,-1.7592,0.104
"5141",10421661,"68705","Gtf2f2","general transcription factor IIF, polypeptide 2",4.895e-05,3e-04,0.1714,0.5503,0.5503,7.0491,1.328e-05,0.2558,0.2558,3.2765,0.0066
"5142",10606182,"100124494","Mir421","microRNA 421",4.904e-05,3e-04,0.1714,-1.5193,-1.5193,-7.0924,1.25e-05,-0.3895,-0.3895,-1.8181,0.094
"5143",10434998,"68092","Ncbp2","nuclear cap binding protein subunit 2",4.909e-05,3e-04,0.1715,-0.5757,-0.5757,-7.11,1.22e-05,-0.1708,-0.1708,-2.1097,0.0565
"5144",10503341,"12557","Cdh17","cadherin 17",4.908e-05,3e-04,0.1715,0.5857,0.5857,7.0903,1.254e-05,0.2418,0.2418,2.9266,0.0127
"5145",10434348,"224045","Eif2b5","eukaryotic translation initiation factor 2B, subunit 5 epsilon",4.91e-05,3e-04,0.1715,0.295,0.295,6.4441,3.164e-05,0.2285,0.2285,4.9918,3e-04
"5146",10544837,"66873","Tril","TLR4 interactor with leucine-rich repeats",4.912e-05,3e-04,0.1716,0.0684,0.0684,1.2933,0.2202,-0.3262,-0.3262,-6.1652,4.801e-05
"5147",10360090,"19044","Ppox","protoporphyrinogen oxidase",4.928e-05,3e-04,0.1717,-0.5032,-0.5032,-7.1125,1.216e-05,-0.1692,-0.1692,-2.3922,0.034
"5148",10590445,"20623","Snrk","SNF related kinase",4.928e-05,3e-04,0.1717,-0.7351,-0.7351,-7.1038,1.23e-05,-0.2793,-0.2793,-2.6987,0.0193
"5149",10352980,"71096","Sntg1","syntrophin, gamma 1",4.929e-05,3e-04,0.1717,-0.6575,-0.6575,-6.8239,1.824e-05,-0.4013,-0.4013,-4.1648,0.0013
"5150",10522335,"231287","Atp10d","ATPase, class V, type 10D",4.934e-05,3e-04,0.1718,0.747,0.747,7.1098,1.22e-05,0.2647,0.2647,2.5194,0.0269
"5151",10525256,"77462","Tmem116","transmembrane protein 116",4.935e-05,3e-04,0.1718,0.4062,0.4062,6.2605,4.158e-05,0.3418,0.3418,5.2672,2e-04
"5152",10583806,"57423","Atp5mf","ATP synthase membrane subunit f",4.937e-05,3e-04,0.1719,-0.4383,-0.4383,-5.2907,2e-04,-0.5172,-0.5172,-6.2432,4.267e-05
"5153",10381462,"66599","Rdm1","RAD52 motif 1",4.937e-05,3e-04,0.1718,-0.37,-0.37,-6.0778,5.482e-05,-0.3352,-0.3352,-5.5065,1e-04
"5154",10344803,"211660","Cspp1","centrosome and spindle pole associated protein 1",4.945e-05,3e-04,0.1719,-1.2538,-1.2538,-6.9774,1.468e-05,-0.6494,-0.6494,-3.614,0.0035
"5155",10380219,"22344","Vezf1","vascular endothelial zinc finger 1",4.945e-05,3e-04,0.1719,0.5315,0.5315,7.0438,1.338e-05,0.2461,0.2461,3.2606,0.0068
"5156",10535065,"231821","Adap1","ArfGAP with dual PH domains 1",4.948e-05,3e-04,0.1719,-0.3438,-0.3438,-5.7256,9.463e-05,-0.3532,-0.3532,-5.8821,7.409e-05
"5157",10408152,"171277","Vmn1r211","vomeronasal 1 receptor 211",4.959e-05,3e-04,0.172,-0.0105,-0.0105,-0.1506,0.8828,0.4647,0.4647,6.6497,2.343e-05
"5158",10523231,"109979","Art3","ADP-ribosyltransferase 3",4.966e-05,3e-04,0.172,0.3376,0.3376,4.0414,0.0016,0.573,0.573,6.8586,1.736e-05
"5159",10463517,"226169","Pprc1","peroxisome proliferative activated receptor, gamma, coactivator-related 1",4.967e-05,3e-04,0.172,0.3898,0.3898,6.3899,3.428e-05,0.3088,0.3088,5.0624,3e-04
"5160",10344679,"240690","St18","suppression of tumorigenicity 18",4.973e-05,3e-04,0.1721,-1.0388,-1.0388,-6.9935,1.435e-05,-0.5224,-0.5224,-3.5172,0.0042
"5161",10405001,"76895","Bicd2","BICD cargo adaptor 2",4.973e-05,3e-04,0.1721,-0.423,-0.423,-6.5511,2.704e-05,-0.3086,-0.3086,-4.7786,4e-04
"5162",10533320,"280667","Adam1b","a disintegrin and metallopeptidase domain 1b",4.978e-05,3e-04,0.1721,0.2277,0.2277,3.8175,0.0024,0.4129,0.4129,6.9222,1.587e-05
"5163",10403229,"320910","Itgb8","integrin beta 8",4.996e-05,3e-04,0.1722,-0.5265,-0.5265,-6.3457,3.661e-05,-0.425,-0.425,-5.1227,3e-04
"5164",10464415,"67894","Dennd10","DENN domain containing 10",4.998e-05,3e-04,0.1722,0.3759,0.3759,6.6499,2.342e-05,0.2582,0.2582,4.5677,6e-04
"5165",10497258,"21884","Fabp9","fatty acid binding protein 9, testis",5.003e-05,3e-04,0.1723,0.5175,0.5175,6.6722,2.268e-05,-0.0053,-0.0053,-0.0681,0.9468
"5166",10575706,"80707","Wwox","WW domain-containing oxidoreductase",5.004e-05,3e-04,0.1723,-0.491,-0.491,-6.953,1.519e-05,-0.2597,-0.2597,-3.6784,0.0032
"5167",10439612,"117606","Boc","BOC cell adhesion associated, oncogene regulated",5.014e-05,3e-04,0.1723,-0.6145,-0.6145,-7.0836,1.265e-05,-0.2441,-0.2441,-2.8138,0.0156
