"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","Num_leadingEdge"
"146","GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS",0.00025693730729702,0.00431928860648879,0.923109230956148,1.72241772652232,1,12,"Cxcl10,Ccl5,Cxcl13,Ccr2",4
"147","GOBP_POSITIVE_REGULATION_OF_CELL_DEATH",9.99900009999e-05,0.00212465390351587,0.647439256764259,1.46881701983573,0,427,"Ccl5,Ifit2,Ccl12,Cd274,Tgm2,Ptprc,Tspo,Gzma,Il6,Atf3,Zbp1,Hmox1,Itgb2,Ctsc,Gadd45g,Cdkn1a,Tnfsf10,Il12b,Casp8,Gadd45b,C1qa,Thbs1,Tlr3,Ccn1,H2-M3,Tnf,Ifnb1,Cyp1b1,Nupr1,B4galt1,Tnfrsf12a,Txnip,Vav1,Ifng,Clec7a,Fcgr2b,Grn,Ubd,Itgam,Lck,Cd40,Pml,Ddit3,Tyrobp,Hp,Adam8,Anxa1,Jun,Daxx,Fas,Ucp2,Tnfrsf1a,Bid,Mmp3,Gna13,Hcar2,Fosl1,Aldh1a2,Inpp5d,Prf1,Irf5,Tnfrsf1b,Il10,Lyn,Mcl1,Gadd45a,Tlr4,Ripk1,Pycard,Igfbp3,Nos2,Arg1,Laptm5,Id3,Top2a,Ltbr,Timp3,Jak2,Fos,Bak1,Ido1,Psen2,Atf4,Ripk2,Hpgd,Bcl10,Ctla4,Tnfaip8,Sfrp1,Sod2,4930453N24Rik,Kmo,Ccn2,Tlr6,Ddit4,Egr1,Adm,Bcl2l11,Dnm2,Skil,Ripk3,Pdcd1,Atm,Syk,Sav1,Brms1,Melk,Bcl6,Dusp6,Fasl,Rest,Inhba,Trp53,Mybbp1a,Casp2,Traf2,Cd36,Plagl2,Apaf1,Plekhg2,S100a8,Hoxa5,Btg1,Acer2,Ctsd,Akap12,Serinc3,Rack1,Foxo1,Notch1,Itgb1,Arrb2,Notch2,Rhob,Ctnna1,Dusp1,Fgd2,Atf6,Bclaf1,Sqstm1,Pparg,Eif2s1,Zc3h12a,Ngf,Gal,S100a9,Ubc,Sfrp4,Osgin1,Myb",150
"148","GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",0.00060102173695282,0.00834668377346107,0.636342781147101,1.43105007748598,5,139,"Ifi209,Ifi203,Xdh,Tnfsf10,Psme1,Stat3,Casp1,Casp8,Ccn1,Tnf,Ctsh,Clec7a,Grn,Lck,Pml,Fas,Bid,Cflar,Lyn,Myc,Ripk1,Pycard,Laptm5,Jak2,Lgmn,Bak1,Ripk2,Bcl10,Ccn2,Mefv,Senp1,Bcl2l11,Syk,Fasl,Rest,Casp2,Traf2,Apaf1,S100a8,Acer2,Ctsd,Adrm1,Rack1,Nlrp3,Fbln1,F3,Pparg,Ngf,Aim2,S100a9",50
"149","GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND",9.99900009999e-05,0.00212465390351587,0.563106635860749,1.27971923243704,0,600,"Cxcl10,Ifit1,Ccl5,Ccl12,Stat1,Ifih1,Icam1,Tspo,Il6,Acod1,Cybb,Tlr2,Zfp36,Trim25,Cdkn1a,Il1rn,Stat3,Casp1,Casp8,Thbs1,Tlr3,Msn,Nfkbia,Tnf,Arpc1b,Ifnb1,Cyp1b1,Txnip,Ccr5,Il15,Sting1,P2ry6,Cd40,Cebpb,Pim1,Anxa1,Jun,Pnpt1,Ada,Casp7,Daxx,Spp1,Igfbp7,Cxcr4,Angpt2,Cflar,Anxa3,Fosl1,Aldh1a2,Il10,Fosb,Lyn,Mmp14,Ifna6,Tgfb1,Spidr,Arg1,Lgals1,Edn1,Ptges,Id3,Fes,Mmp19,Rap1b,Slc3a2,Eng,Errfi1,Jak2,Sgk1,Fos,Dab2,P2rx4,Bak1,Il1b,Per1,Tiparp,Atf4,Mbd2,Ripk2,Tnc,Rela,Hpgd,Pik3cg,Id1,Sfrp1,Psmb2,Ccna2,Zfp36l2,Flna,Ccn2,Ly6d,Ezr,Ddit4,Egr1,Adm,Slc7a11,F7,Ccnb1,Runx1,Riok3,Hspa5,Dhh,Ddx21,Tgfbr2,Peli1,Bcl2l11,Dnm2,Pcna,Nfkb1,Il18,Btg2,Rbbp7,Cldn1,Gna14,G6pdx,Birc2,Cebpa,Dusp6,Rest,Inhba,Jund,Fibin,Postn,Ramp2,Nr1h3,Cd38,Cd36,Ccnd1,Ggt5,Dhfr,Cry1,Egfr,Pck2,Hdac1,Foxo1,Notch1,Asns,Arrb2,Nlrp3,Ctnna1,Pmepa1,Mthfr,Klf2,Ralb,Ppp2r2a,Dusp1,Thbd,Pparg,Zc3h12a,Psph,Htr2b,Axin1,Adam9,Gnai3,Abhd2,P2rx7,Snw1,Rad51,Casp3,Zfp36l1,Foxa1,Cyp7b1,Taf7,Klf4,Stc2,P2ry2,Ets1,Cry2,Ddx18,Smad1,Anxa7,Cpt1a",172
"150","GOBP_CELL_MIGRATION",9.99900009999e-05,0.00212465390351587,0.581414741093473,1.32498534590816,0,979,"Cxcl10,Ccl5,Ccl12,Cd274,Ccl2,Cxcl13,Ccl3,Parp9,Ch25h,Icam1,Ptprc,Tspo,Il6,Myd88,Hck,Timp1,Fcer1g,Hmox1,C3ar1,Itgb2,Sell,Serpine1,Il12b,Lpxn,Cd74,Stat3,Ptgs2,Cxcl16,Ccr1,Cd44,Rhoc,Rhoj,Thbs1,Glipr2,Ccn1,Msn,Tnfaip3,Tnf,Lcp1,Ctsh,Aif1,Ccl4,Vcam1,Ccrl2,Cyp1b1,Hspb1,Apod,B4galt1,Rac2,Ccr5,Csf1,Vav1,Ifng,Cd48,Clec7a,Grn,Ecm1,Spata13,Fermt3,Has2,Itgam,Lck,Cd40,Pml,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Itga5,Adamts1,Gpnmb,Slamf8,Sdc4,Arhgdib,Dcn,Cxcr4,Itgax,Angpt2,Anxa3,Inpp5d,Rras,Clic4,Ptpn6,Plat,Rarres2,Il10,Lyn,Robo4,Csf3r,Rhoh,Axl,Lgals8,Gadd45a,Mmp14,Il1r1,Pycard,Trib1,Igfbp3,Myo1g,Cd151,Tgfb1,Arf4,Edn1,Nfe2l2,Trem1,Bst1,Mcoln2,Fgr,Slc7a7,Esam,Iqgap1,Slc3a2,Eng,Pdpn,Tbx21,Rnd3,Carmil1,Il6ra,Cxcl2,Jak2,Selp,Cxcl1,Sgk1,Pecam1,Plcg2,Itgal,Lgmn,Arpc5l,Dok2,Hsd3b7,Cd2,Dab2,Pros1,Ccr7,P2rx4,Il1b,Bin3,Prkd2,Svbp,Sele,Il33,Sphk1,Tirap,Pik3cg,Hbegf,Lbp,Gypc,Mertk,Gcnt2,Cxcr6,C5ar1,Id1,Sfrp1,F11r,Prkx,Rin2,Sod2,Cxcr3,Flna,Gata2,Cdh5,Ccn2,Hgf,Map2k3,F10,Tnfrsf18,Ddit4,Slc7a11,Cd200r1,F7,Gpx1,Cited2,Pfn1,Gpsm3,Slc7a5,Rhog,Olr1,Hspa5,Cd244a,Tgfbr2,Sgk3,Ripk3,Nedd9,Atm,Myh9,Gata3,Syk,Cd9,Rhod,Adipor2,Sgpl1,Shc1,Creb3,Cldn1,Cxcl5,Cd200,Atp7a,Gtpbp4,Fut7,Sdcbp,Pgf,Fgf2,Cdk1,Trip6,Acvrl1,Xbp1,Prpf40a,Postn,Selplg,Myo1c,Cxadr,Cnr2,Nos3,Spry2,Rhov,Fstl1,S100a8,Hoxa5,Btg1,Wdr1,Cd47,Cpne3,Rab13,Amotl2,Itgb7,Egfr,Arf6,Sbds,Lamc1,Il17rc,Clec14a,Sox9,Arpc5,Vil1,Akap12,Angpt1,Rack1,Foxc1,Spns2,Hif1a,Anln,Tnfrsf14,Notch1,Itgb1,Sdc3,Ptk6,Arrb2,Nlrp3,Rhob,Nde1,Col1a2,Ctnna1,Cmklr1,Arhgap4,Dock8,Gnai2,Arid5b,Pdlim1,Plaa,Swap70,Knstrn,Palld,Col3a1,F3,Dusp1,Rhbdf1,Fgfr1,Thbd,Pparg",270
"151","GOBP_PEPTIDYL_TYROSINE_MODIFICATION",0.0002999700029997,0.00495750648302975,0.61148318166057,1.38192006208522,2,272,"Ccl5,Parp9,Parp14,Icam1,Ptprc,Eif2ak2,Fcgr1,Il6,Hck,Socs3,Itgb2,Il12b,Cd74,Stat3,Cd44,Tnf,Hcls1,Il15,Ifng,Clec7a,Ehd4,Socs1,Mvp,Samsn1,Lck,Cd40,Itga5,Tnfrsf1a,Ptpn6,Lyn,Hpx,Axl,Txk,Tgfb1,Ptpn1,Ncf1,Bst1,Fgr,Fes,Iqgap1,Errfi1,Il6ra,Jak2,Pecam1,Ripk2,Hbegf,Mertk,Sfrp1,Hgf,Map2k3,Tnfrsf18,Lrrk1,Tec,Nedd9,Il18,Syk,Hax1,Shc1,Melk,Itk,Btk",61
"152","GOBP_VIRAL_LIFE_CYCLE",9.99900009999e-05,0.00212465390351587,0.679227531684253,1.53445928650759,0,241,"Rsad2,Ccl5,Isg15,Ccl12,Ifitm3,Oasl1,Isg20,Ifi209,Ifi203,Parp10,Icam1,Eif2ak2,Trim21,Oas2,Trim25,Ptx3,Cd74,Ifitm2,Tnf,Cd86,Ifnb1,Ccr5,Oas3,Pml,Fam111a,Itga5,Cxcr4,Plscr1,Anpep,Siglec1,Axl,Rab29,Clec5a,Lgals1,Tnfrsf4,Adar,Resf1,Top2a,Slc1a5,Vamp8,Trim26,Cxcr6,Slpi,F11r,Cd28,Mvb12a,Stom,Shfl,Hspa1a,Trim31,Nup62,Rnasel,Cldn1,Furin,Cdk1,Nup98,Dek,Selplg,Cxadr,Itgb7,Egfr,Rab43,Ilf3,Nup54,Uvrag,Tnfrsf14,Pabpc1,Notch1,Itgb1",69
"153","GOBP_VIRAL_GENOME_REPLICATION",0.000100979501161264,0.00212465390351587,0.784595290540417,1.74968302110723,0,87,"Rsad2,Ccl5,Isg15,Ccl12,Ifitm3,Oasl1,Isg20,Ifi209,Ifi203,Parp10,Eif2ak2,Oas2,Ifitm2,Tnf,Ifnb1,Oas3,Fam111a,Plscr1,Rab29,Adar,Resf1,Top2a,Cxcr6,Slpi,Cd28,Stom",26
"154","GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY",9.99900009999e-05,0.00212465390351587,0.779503945012794,1.77076896756837,0,562,"Cxcl10,Usp18,Gbp2,Rsad2,Ccl5,Ifit2,Isg15,Irf7,H2-K1,Ccl12,Stat1,Ifitm3,Ccl2,Lcn2,Psmb9,Cxcl13,Oasl1,Psmb8,Ccl3,Ifi35,Parp9,Isg20,Irf1,Casp4,Il2rg,Parp14,B2m,Nmi,Icam1,Ptprc,Fcgr1,Irf9,Trim21,Il6,Myd88,Zbp1,Samhd1,Hck,Timp1,Irf8,Oas2,Fcer1g,Stat2,Hmox1,Trim25,Socs3,Osmr,Itgb2,Cdkn1a,Il12b,Psmb10,Psme1,Il1rn,Cd74,H2-Aa,Stat3,Ptgs2,Casp1,Anxa2,Casp8,Ccr1,Cd44,Ifi30,Ifitm2,Msn,H2-M3,Tnfaip3,Birc3,Nfkbia,Tnf,Lcp1,Cebpd,Ccl4,Vcam1,Ccrl2,Cd300lf,Cd86,Ifnb1,Csf2rb,Csf2rb2,F13a1,Tnfrsf12a,Ccr5,Il15,Csf1,Vav1,Oas3,Ifng,Il12rb1,Socs1,Ecm1,Il15ra,H2-Ab1,Il7r,Itgam,Il2rb,Cd40,Pml,Il18bp,Il13ra1,H2-Eb1,Pim1,Anxa1,Ccr2,Vim,Il4ra,Spi1,Fas,Il10ra,Il10rb,Tnfrsf1a,Ikbke,Il1r2,Mmp3,Cxcr4,Itgax,Tnfsf8,Dok1,Il21r,Elf1,Inpp5d,Ptpn6,Irf5,Tnfrsf1b,Il10,Csf3r,Hpx,Mcl1,Axl,Batf,Myc,Ripk1,Il1r1,Il17ra,Txk,Pycard,Ifna6,Nos2,Tgfb1,Arg1,Ptpn1,Gpr35,Edn1,Irf2,Tnfrsf4,Laptm5,Adar,Junb,Ltbr,Rap1b,Il6ra,Cxcl2,Jak2,Cxcl1,Map3k8,Il18rap,Fos,Ifnar2,Ccr7,Sppl2a,Stat4,Il1b,Il33,Ripk2,Ackr1,Tnfsf13b,Sphk1,Rela,Tnfsf14,Csf2ra,Lbp,Trim26,Crlf2,Cxcr6,Fpr1,Psmb2,Sod2,Cxcr3,Gfi1,Mid1,Hgf,Stat6,Tnfrsf18,Egr1,Ltb,Runx1,Il2ra,Tnfrsf9,Map3k14,Il1a,Ebi3,Gps2,Tnip2,Flt3l,Peli1,Cnn2,Hspa1a,Tec,Psma7,Nfkb1,Trim31,Il18,Gata3,Syk,Cish,Vrk2,Adipor2,Birc5,Gab2,Shc1,Rnasel,Hnrnpf,Hspa9,Traf1,Cxcl5,Psmf1,Birc2,Cebpa,Bcl6",219
"155","GOBP_B_CELL_MEDIATED_IMMUNITY",0.000101153145862836,0.00212465390351587,0.817465498009774,1.81948558136524,0,83,"Irf7,Serping1,C3,Ptprc,Myd88,Fcer1g,C1qc,Cd74,C1qa,Tcirg1,C2,H2-M3,C1qb,Tnf,Parp3,Fcgr2b,H2-Ab1,Cd40,Il4ra,Bcl3,Inpp5d,Mad2l2,Ptpn6,Il10,Hpx,Batf,Tgfb1,Tbx21,Bcl10,Cd28",30
"156","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",0.000102228583111838,0.00212465390351587,0.795031691934696,1.74961994420505,0,61,"Cxcl10,H2-K1,Ccl2,Lcn2,Cxcl13,Acod1,Slc11a1,Lyz1,Pglyrp1,Bcl3,Rarres2,Cxcl2,Cxcl1,Trf,Slpi,Cxcl5,Atp7a,H2bc4",18
"157","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION",0.000100050025012506,0.00212465390351587,0.714086702399793,1.60881144872094,0,169,"H2-K1,Psmb9,Psmb8,Tap1,B2m,Icam1,Fcgr1,Cybb,Tapbp,Fgl2,Tap2,Fcer1g,Cyba,Ctss,Psmb10,Psme1,Erap1,Cd74,H2-Aa,Ifi30,Thbs1,Cd68,H2-M3,Tapbpl,Ctsh,Slc11a1,Fcgr2b,H2-Ab1,H2-Eb1,Ncf4,Relb,Ncf2,Ctsl,Rab32,Pycard,Lag3,Ncf1,Vamp8,Lgmn,Ccr7,Rab8b,Was,Snap23,Psmb2,Cenpe,Dnm2,Psma7,Sec24d,Cd1d1,Psmf1,Hfe,Ctse,Cd8a",53
"158","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",0.000241954996370675,0.00413142386285382,0.899466737867755,1.74534111246345,1,16,"H2-K1,Tap1,B2m,Tapbp,Tap2,Erap1,Cd74,H2-M3,Cd1d1,Hfe,H2-Ea",11
"159","GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION",0.00050709939148073,0.0073593458493199,-0.789165088545768,-2.1687031472852,0,14,"Drd2,Dlx1,Ophn1,Arx,Fezf2,Dlx2,Tox,Rac3",8
"160","GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",0.000643086816720257,0.00860414923137911,-0.685481427624056,-2.04258286471207,0,18,"Epha4,Slit2,Chrnb2,Dcc,Adarb1,Dclk1,Ephb2,Nin,Pten,Fbxo45,Mycbp2",11
"161","GOBP_REGULATION_OF_CELL_CELL_ADHESION",9.99900009999e-05,0.00212465390351587,0.701268152934613,1.58707014336775,0,320,"Ccl5,H2-K1,Ccl12,Cd274,Cxcl13,Lgals9,Irf1,Icam1,Ptprc,Il6,Fgl2,Itgb2,Il12b,Il1rn,Cd74,Cd44,H2-M3,Tnf,Aif1,Fxyd5,Vcam1,Cd86,Ifnb1,Il15,Vav1,Ifng,Fcgr2b,Il12rb1,Socs1,Fermt3,Has2,Il7r,Lck,Cebpb,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Il4ra,Gpnmb,Sdc4,Icos,Plaur,Havcr2,Pnp,Mad2l2,Ptpn6,Nfkbiz,Il10,Lyn,Loxl3,Rhoh,Arg2,Pycard,Tgfb1,Arg1,Lgals1,Lag3,Laptm5,Sash3,Pdpn,Tbx21,Jak2,Selp,Map3k8,Ccr7,Icosl,Il1b,Ido1,Sele,Ripk2,Tnfsf13b,Rela,Tnfsf14,Bcl10,Gcnt2,Zbtb7b,Ctla4,Vnn1,Slc7a1,F11r,Cd28,Ptpn22,Runx1,Cited2,Il2ra,Akna,Il1a,Ebi3,Tgfbr2,Peli1,Pdcd1,Il18,Gata3,Syk,Cd9,Cd5,Cd1d1,Bcl6,Gtpbp4,Fut7",102
"162","GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION",0.000100180324584252,0.00212465390351587,0.67788361805935,1.52412708342211,0,132,"Cd274,Lgals9,Irf1,Fgl2,Il1rn,Cd74,H2-M3,Fxyd5,Cd86,Ifnb1,Fcgr2b,Socs1,Cebpb,Anxa1,Il4ra,Gpnmb,Sdc4,Havcr2,Mad2l2,Ptpn6,Il10,Loxl3,Arg2,Tgfb1,Arg1,Lag3,Laptm5,Tbx21,Jak2,Ido1,Zbtb7b,Ctla4,Ptpn22,Runx1,Il2ra,Akna,Peli1,Cd9,Bcl6,Gtpbp4,Hfe",41
"163","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",1e-04,0.00212465390351587,0.74449280086915,1.68050802555334,0,209,"Ccl5,H2-K1,Ccl12,Cd274,Cxcl13,Icam1,Ptprc,Il6,Itgb2,Il12b,Cd74,Cd44,H2-M3,Tnf,Aif1,Vcam1,Cd86,Il15,Vav1,Ifng,Il12rb1,Socs1,Has2,Il7r,Lck,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Il4ra,Icos,Plaur,Havcr2,Pnp,Ptpn6,Nfkbiz,Il10,Lyn,Rhoh,Pycard,Lgals1,Sash3,Pdpn,Selp,Map3k8,Ccr7,Icosl,Il1b,Sele,Ripk2,Tnfsf13b,Rela,Tnfsf14,Bcl10,Gcnt2,Zbtb7b,Ctla4,Vnn1,Slc7a1,F11r,Cd28,Ptpn22,Runx1,Cited2,Il2ra,Il1a,Ebi3,Tgfbr2,Pdcd1,Il18,Gata3,Syk,Cd5,Cd1d1,Bcl6,Fut7",77
"164","GOBP_BIOLOGICAL_ADHESION",9.99900009999e-05,0.00212465390351587,0.577004549812017,1.31450270066427,0,940,"Ccl5,H2-K1,Ccl12,Lgals3bp,Cd274,Cxcl13,Lgals9,Irf1,Tgfbi,Tgm2,Icam1,Ptprc,Il6,Cd72,Hck,Fgl2,Itgb2,Sell,Serpine1,Il12b,Il1rn,Lpxn,Cd74,Anxa2,Ccr1,Cd44,Plek,Thbs1,Ccn1,Msn,H2-M3,Tnf,Aif1,Fxyd5,Ccl4,Vcam1,Cd86,Ifnb1,Cyp1b1,Hspb1,Clic1,Apod,Slamf7,B4galt1,Tnfrsf12a,Rac2,Il15,Csf1,Vav1,Ifng,Cytip,Fcgr2b,Il12rb1,Socs1,Fermt3,Has2,Il7r,Itgam,Lck,Pml,Cebpb,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Itga5,Il4ra,Cd93,Gpnmb,Spp1,Sdc4,Arhgdib,Icos,Igfbp7,Cxcr4,Itgax,Angpt2,Plaur,Havcr2,Pnp,Rras,Mad2l2,Ptpn6,Siglec1,Nfkbiz,Il10,Cnn3,Adgre1,Plekha2,S100a10,Lyn,Robo4,Loxl3,Csf3r,Rhoh,Axl,Mmp14,Arg2,Pycard,Myo1g,Cd151,Tgfb1,Arg1,Lgals1,Lag3,Bst1,Laptm5,Fes,Dll1,Sash3,Esam,Iqgap1,Eng,Pdpn,Tbx21,Rnd3,Carmil1,Jak2,Selp,Map3k8,Entpd1,Pecam1,Itgal,Cd2,Ccr7,Icosl,Il1b,Ido1,Stxbp3,Tmod3,Prkd2,Sele,Ripk2,Icam2,Tnfsf13b,Tnc,Rela,Tnfsf14,Cd96,Bcl10,Ly9,Pik3cg,Mertk,Gcnt2,Zbtb7b,Ctla4,Id1,Vnn1,Vcan,Slc7a1,Sfrp1,F11r,Prkx,Rin2,Egfl7,Cd28,Ptpn22,Smad6,Cxcr3,Flna,Cdh5,Ccn2,Ly6d,Ezr,Tnfrsf18,Slc7a11,Cd200r1,Cldn11,Runx1,Cited2,Il2ra,Akna,Ccn5,Olr1,Il1a,Ebi3,Tgfbr2,Ninj1,Cdk6,Peli1,Bcl2l11,Zyx,Dnm2,Nedd9,Pdcd1,Atm,Myh9,Il18,Gata3,Syk,Cd9,Rhod,Cldn23,Shc1,Cldn1,Nid1,Cd5,Cd1d1,Cd200,Tln1,Bcl6,Gtpbp4,Fut7,Fbln5,Trip6,Acvrl1,Hfe,Xbp1,Efemp2,Ccdc80,Pdlim5,Postn,Selplg,Cxadr,Cd36,Lims1,Adgre5,Islr,S100a8,Vwf,Stab1,Twsg1,Sorbs1,Mpzl2,Cd47,Itgb7,Egfr,Arf6,H2-Ea,Parvg,Lamc1",232
"165","GOBP_MYELOID_CELL_DIFFERENTIATION",9.99900009999e-05,0.00212465390351587,0.690565028549759,1.56074538865725,0,277,"Isg15,Irf7,Stat1,B2m,Ifi209,Ifi203,Irf8,Tlr2,Zfp36,Il12b,C1qc,Cd74,Stat3,Anxa2,Casp8,Ccr1,Tcirg1,Thbs1,Tlr3,Batf2,Nfkbia,Tnf,Hcls1,Il15,Csf1,Ifng,Ubd,Pml,Cebpb,Tyrobp,Nckap1l,Jun,Relb,Spi1,Nrros,Inpp5d,Mov10,Ptpn6,Lyn,Csf3r,Batf,Tlr4,Myc,Ripk1,Trib1,Tgfb1,Ptbp3,Adar,Junb,Fes,Dll1,Ltbr,Rab7b,Jak2,Mafb,Fos,Ccr7,Pirb,Tmod3,Klf10,Tirap,H3f3b,Trf,Sfrp1,Prkx,Gata2,Cebpg,Fli1,Runx1,Eif6,Lrrk1,Tgfbr2,Cdk6,Hspa1a,Cd109,Ikzf1,Myh9,Gata3,Hax1,Gab2,G6pdx,Hspa9,Cebpa,Bcl6",84
"166","GOBP_NATURAL_KILLER_CELL_ACTIVATION",0.000207146556188503,0.00368468150347983,0.763677854078805,1.6624374291808,1,50,"Ptprc,Itgb2,Il12b,Casp8,Ifnb1,Slamf7,Il15,Tyrobp,Il21r,Havcr2,Axl,Ifna6,Fgr,Cd2,Mertk,Ptpn22,Prdm1,Ncr1,Cd244a,Flt3l,Il18",21
"167","GOBP_REGULATION_OF_CELL_ADHESION",9.99900009999e-05,0.00212465390351587,0.647707799786657,1.47092209017587,0,533,"Ccl5,H2-K1,Ccl12,Cd274,Cxcl13,Lgals9,Irf1,Tgfbi,Tgm2,Icam1,Ptprc,Il6,Fgl2,Itgb2,Serpine1,Il12b,Il1rn,Lpxn,Cd74,Cd44,Thbs1,Ccn1,H2-M3,Tnf,Aif1,Fxyd5,Vcam1,Cd86,Ifnb1,Cyp1b1,Apod,Rac2,Il15,Csf1,Vav1,Ifng,Cytip,Fcgr2b,Il12rb1,Socs1,Fermt3,Has2,Il7r,Lck,Pml,Cebpb,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Itga5,Il4ra,Gpnmb,Sdc4,Arhgdib,Icos,Cxcr4,Angpt2,Plaur,Havcr2,Pnp,Rras,Mad2l2,Ptpn6,Nfkbiz,Il10,Plekha2,S100a10,Lyn,Loxl3,Rhoh,Mmp14,Arg2,Pycard,Tgfb1,Arg1,Lgals1,Lag3,Bst1,Laptm5,Fes,Dll1,Sash3,Iqgap1,Pdpn,Tbx21,Carmil1,Jak2,Selp,Map3k8,Ccr7,Icosl,Il1b,Ido1,Prkd2,Sele,Ripk2,Tnfsf13b,Tnc,Rela,Tnfsf14,Bcl10,Pik3cg,Gcnt2,Zbtb7b,Ctla4,Vnn1,Slc7a1,Sfrp1,F11r,Prkx,Rin2,Cd28,Ptpn22,Cxcr3,Flna,Tnfrsf18,Runx1,Cited2,Il2ra,Akna,Il1a,Ebi3,Tgfbr2,Cdk6,Peli1,Dnm2,Nedd9,Pdcd1,Atm,Il18,Gata3,Syk,Cd9,Rhod,Nid1,Cd5,Cd1d1,Bcl6,Gtpbp4,Fut7,Acvrl1,Hfe,Xbp1,Efemp2,Ccdc80",147
"168","GOBP_REGULATION_OF_PROTEOLYSIS",9.99900009999e-05,0.00212465390351587,0.61392684534649,1.39341039819833,0,457,"Psmb9,Psmb8,Serping1,C3,Ifi209,Ifi203,Trim21,Xdh,Timp1,Serpina3n,Ctsc,Cst7,Serpine1,Tnfsf10,Psme1,Naip2,Stat3,Casp1,Anxa2,Casp8,Cd44,Thbs1,Ccn1,Birc3,Tnf,Ctsh,Ctsz,Chac1,Nupr1,Ifng,Clec7a,Grn,Serpinb9,Ecm1,Lck,Pml,Adam8,Fas,Bid,Il1r2,Cflar,Plaur,Plat,Trib3,Tnfrsf1b,Il10,Lyn,Pttg1,Myc,Ripk1,Mmp14,Pycard,Trib1,Rnf19b,Nfe2l2,Laptm5,Timp3,Cstb,Jak2,Plgrkt,Lgmn,Dab2,Pros1,Bak1,Il1b,Svbp,Serpina3c,Il33,Ripk2,Usp25,Tnfsf14,Bcl10,Mdm2,Tnfaip8,Slpi,Ccn2,Mefv,Hgf,N4bp1,Gpx1,Runx1,Senp1,Nub1,Cast,Herpud1,A2m,Renbp,Bcl2l11,Hspa1a,Inpp5b,Cd109,Myh9,Syk,Tlk2,Rchy1,Furin,Serpinh1,Psmf1,Birc2,Cebpa,Tfpi2,Sdcbp,Fasl,Rest,Trp53,Hfe,Plk3,Rhbdd1,Casp2,Traf2,Apaf1,S100a8,Acer2,Ctsd,Adrm1,Hdac1,Vil1,Rack1,Arrb2,Nlrp3,Pbk,Fbln1,Psma3,Itih4,F3,Rhbdf1,Tnip1,Pparg,Marchf7,Zc3h12a,Serpinb8,Ngf,Ubxn1,Axin1,Aim2,Adam9,S100a9,Arih2",138
"169","GOBP_B_CELL_DIFFERENTIATION",0.000100684655658478,0.00212465390351587,0.715721566782421,1.60057265597457,0,96,"Ptprc,Il6,Tcirg1,Vcam1,Ifnb1,Fcgr2b,Klf6,Nckap1l,Ada,Slamf8,Bcl3,Inpp5d,Ptpn6,Il10,Mmp14,Ifna6,Lgals1,Dll1,Plcg2,Bak1,St3gal1,Blnk,Mfng,Sfrp1,Zfp36l2,Cebpg,Gps2,Atm,Syk,Tlr9,Btk,Bcl6,Cmtm7,Lrrc8a,Inhba,Trp53,Xbp1",37
"170","GOBP_T_CELL_DIFFERENTIATION",0.0001000100010001,0.00212465390351587,0.739305114443321,1.6669386313506,0,187,"Rsad2,Irf1,B2m,Ptprc,Il6,Fgl2,Fcer1g,Il12b,Cd74,Stat3,Tcirg1,H2-M3,Cd86,Ifnb1,Il15,Vav1,Ifng,Il12rb1,Socs1,Il7r,Lck,Nckap1l,Adam8,Anxa1,Ada,Ccr2,Relb,Klrc1,Il4ra,Tnfsf8,Bcl3,Pnp,Cd3g,Nfkbiz,Loxl3,Rhoh,Batf,Lag3,Sash3,Dock2,Tbx21,Il6ra,Mafb,Cd2,Ccr7,Il1b,Ripk2,Ly9,Slamf6,Zbtb7b,Ctla4,Vnn1,Cd28,Ptpn22,Prdm1,Zfp36l2,Cd3d,Tnfrsf18,Egr1,Runx1,Il2ra,Il1a,Tgfbr2,Ripk3,Il18,Gata3,Syk,Itk,Cd1d1,Atp7a,Bcl6,Fut7,Trp53,Xbp1,Cd8a",75
"171","GOBP_OSTEOCLAST_DIFFERENTIATION",0.000204457166223676,0.0036640975091865,0.737923240089123,1.62394182678492,1,61,"Il12b,Anxa2,Ccr1,Tcirg1,Tlr3,Tnf,Csf1,Ifng,Cebpb,Tyrobp,Inpp5d,Tlr4,Junb,Mafb,Fos,Pirb,Klf10,Trf,Sfrp1,Lrrk1,Cd109,Gab2",22
