,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
975,HP_FOCAL_NON_MOTOR_SEIZURE,0.00154321,0.01542736,-0.679191318,-2.42166714,0,35,"Camk2a,Grin2b,Kcnq5,Lgi1,Scn8a,Grin1,Med12l,Reln,Cacna1a,Kcnq2,Cacng2,Epb41l1,Pacs1,Stxbp1,Kif1a,Taok1,Kcna1,Pi4ka,Hivep2"
976,ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON,0.00154321,0.01542736,-0.692940685,-2.470690722,0,35,"Neurod6,Cntn1,Npy1r,Syt7,Fabp3,Cntn3,Cacng8,Rgs11,R3hdm1,Palm,Cacna1a,Smarca2,Lhx2,Caln1,Fbxw7,Spock1,Alcam,Bhlhe22,Ptprk,Lpl,Hivep2"
977,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES,0.001539251,0.01542736,0.708848469,1.556046723,14,58,"Emp1,Socs3,Cdkn1a,Cd74,Fxyd5,Txnip,Vim,Cd93,Emcn,Plat,Edn1,Id3,Tm4sf1,Esam,Eng,Timp3,Pecam1,Sele,Ackr1,Egfl7,Tgfbr2,A2m,Gimap7,Ramp2,Vwf,Clec14a,Calcrl,Klf2,Thbd,Cyyr1"
978,GOBP_MONOCYTE_DIFFERENTIATION,0.001545936,0.015438815,0.784994368,1.624470466,13,27,"Irf7,Ifi209,Ifi203,Cd74,Csf1,Jun,Inpp5d,Myc,Fes,Cdk6,Myh9"
979,GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,0.001554519,0.015477053,0.788997507,1.627538708,13,26,"Tnfaip3,Parp3,Fcgr2b,Samsn1,Tyrobp,Inpp5d,Il10,Lyn,Laptm5,Ctla4,Sfrp1,Atm,Btk,Bcl6,Inhba"
980,GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE,0.001554002,0.015477053,-0.620803851,-1.915897974,1,21,"Ryr2,Ryr1,Atp2a3,Jph1,Stim1,Ryr3,Asph"
981,Johnson_2016_Coexpression_Hippocampus_Human_M10,0.001554002,0.015477053,-0.647498561,-1.998282032,1,21,"Rgs4,Nrsn1,Dlx1,Ptprt,Mfsd6,Tox,Rprm,Cort,Osbpl10,Cacna2d2"
982,GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,0.001572707,0.015642193,0.859925606,1.668614803,12,16,"H2-K1,Tapbp,Cd74,H2-Aa,H2-M3,H2-Ab1,H2-Eb1,Sppl2a"
983,GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.001590837,0.015693792,0.75474189,1.611545167,14,38,"Il12b,Cd86,Ifng,Il12rb1,Socs1,Nckap1l,Anxa1,Il4ra,Nfkbiz,Loxl3,Sash3,Tbx21,Ripk2,Zbtb7b,Runx1,Il18,Gata3,Bcl6,H2-Ea,Nlrp3,Hlx,Zc3h12a,Runx3,Myb"
984,GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,0.001584284,0.015693792,0.744861912,1.594579008,14,40,"Isg15,Stat1,B2m,Zfp36,Stat3,Nckap1l,Spi1,Inpp5d,Lyn,Mafb,Gata2,Cdk6,Hspa1a,Hspa9,Inhba,Hoxa5,Tal1,Hif1a"
985,GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE,0.001592357,0.015693792,-0.577968174,-2.076005963,0,36,"Slc15a2,Kcnip2,Slc8a2,Kcne2,Abcc5,Rgs9,Slc8a1,Atp1a1,Dlg1,Abcc1,Abcb1a,Slc8a3,Nppa,Atp4a"
986,GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.001585289,0.015693792,0.749995758,1.603829558,14,39,"Icam1,Hmox1,Serpine1,Tnfaip3,Nupr1,Angptl4,Cflar,Nfe2l2,Gata2,Cdh5,Cast,Tnip2,Gata3,Ramp2,Angpt1,Srsf6"
987,GOCC_MAIN_AXON,0.001592357,0.015693792,-0.519852829,-1.867261248,0,36,"Cck,Adora2a,Cntnap1,Scn2a,Dlg4,Scn8a,Ank3,Nrcam,Cntnap2,Kcnq2,Dlg2,Tiam1,Dlg1,Spock1,Sptbn1,Kcna1,Adora1,Ucn,Bin1,Sirt2,Map2,Map1b,Mbp,Cntn2"
988,GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.001592357,0.015693792,-0.736172141,-2.644259363,0,36,"Adam22,Cdh10,Grin2a,Erbb4,Clstn1,Gabrb2,Dcc,Lrrc4,Efnb3,Lrrtm1,Ptprt,Cacng3,Chrm1,Cacng2,Grid2,Ptprs,Cacng7,Nectin3,Lrrtm2,Neto1,Grid1,Lrfn1,Nlgn2,Oprd1,Plppr4"
989,GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.001592357,0.015693792,-0.765074874,-2.748075191,0,36,"Gabra6,Drd2,Grm1,Chrm3,Gabrb2,Chrnb2,Gabra1,Glrb,Adrb1,Grik3,Grik2,Chrm1,Gabrg3,Grid2,Chrna4,Gabbr1,Chrna6,Chrm4,Grid1,Chrna7"
990,HP_ORGANIC_ACIDURIA,0.001592357,0.015693792,-0.573101137,-2.058524037,0,36,"Slc25a19,Acadm,Hadh,Ppox,Kif1b,Mmab,Ret,Mvk,Lmbrd1,Sucla2,Acads,Dnajc19,Etfdh,Abcd4,Idh2,D2hgdh,Etfb,Hcfc1,Slc52a2,Tat,Acad8,Cd320"
991,MODY_HIPPOCAMPUS_POSTNATAL,0.001592357,0.015693792,-0.651321248,-2.339483134,0,36,"Cck,Cx3cl1,Mapk3,Syt1,Tyro3,Dgkz,Ryr2,Vamp2,Ptk2b,Hras,Atp6v1e1,Fbxw7,Stxbp1,Gria2,Sdha,Ndufb2,Tpi1,Atp6ap1,Rasgrf1,Aip,Bin1,Gpd1,Atp6v1c1,Sox10"
992,GOBP_T_CELL_LINEAGE_COMMITMENT,0.00159708,0.015698904,0.809418037,1.637064584,13,22,"Il6,Il12b,Stat3,Il12rb1,Loxl3,Batf,Tbx21,Il6ra,Ly9,Slamf6,Trp53"
993,GOBP_RNA_CATABOLIC_PROCESS,0.00159984,0.015698904,0.591979969,1.337400457,15,234,"Psmb9,Psmb8,Isg20,Myd88,Oas2,Helz2,Zfp36,Psmb10,Psme1,Slc11a1,Hspb1,Rnh1,Pnpt1,Vim,Mov10,Tnfrsf1b,Tut7,Igf2bp2,Carhsp1,Tirap,Psmb2,Zfp36l2,Mapkapk2,Rbm7,Hspa1a,Psma7,Atm,Btg2,Rnasel,Xrn2,Psmf1,Dis3,Etf1,Rps5,Tent2,Slirp,Psma4,Noct,Rpl18,Ddx49,Psma6,Pabpc1,Psma2,Cirbp,Elavl1,Psma3,Ppp2r2a,Psma1,Zc3h12a,Psmb6,Ubc,Psmd11,Zfp36l1,Psmb3,Trdmt1,Magoh,Ythdf2,Exosc1,Psmb4,Hbs1l,Psmc2,Upf1,Dxo,Psmd8,Exosc2,Psma5,Psmc6,Exosc10,Eif3e,Tnks1bp1,Zpr1,Ppp1r8,Psmd12,Xrn1,Xpo1,Fen1,Thrap3,Pnrc2,Dhx9,Exosc9"
994,GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,0.00160691,0.015698904,0.648684852,1.45315181,15,105,"Stat1,Xdh,Zfp36,Serpine1,Tnf,Ifng,Maff,Cebpb,Tnfrsf1a,Ctsl,S1pr3,Dll1,Errfi1,Il1b,Id1,F11r,Prkx,Cdh5,Runx1,Cd109,Gata3,Fgf2,Spry2,Ccnd1,Wwtr1,Btg1,Sox9,Foxc1,Notch1,Srsf6"
995,GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,0.001603206,0.015698904,0.90630724,1.641865409,11,10,"Acod1,Cyba,Tnfaip3,Tlr1,Lyn,Tirap,Tlr6"
996,GOBP_EXCITATORY_SYNAPSE_ASSEMBLY,0.001613771,0.015698904,-0.693980374,-1.95515846,2,15,"Cbln1,Lrrc4,Lrrtm1,Grid2,Ptprs,Lrrtm2,Lrfn1,Nlgn2"
997,GOCC_CELL_SUBSTRATE_JUNCTION,0.00159984,0.015698904,0.576316014,1.303698546,15,291,"B2m,Tgm2,Icam1,Ptprc,Hck,Itgb2,Lpxn,Cd44,Msn,Lcp1,Arpc1b,Hspb1,Rac2,Fermt3,Anxa1,Itga5,Vim,Sdc4,Gna13,Plaur,Rras,Cnn3,Mmp14,Lap3,Flnc,Cd151,Irf2,Fes,Procr,Iqgap1,Eng,Rnd3,Jak2,Arpc5l,Dab2,Tnfsf13b,Tnc,Snap23,Flna,Tspan4,Tes,Ezr,Vasp,Pfn1,Senp1,Rhog,Hspa5,Ahnak,Cnn2,Hspa1a,Zyx,Dnm2,Nedd9,Myh9,Cd9,Sla,Hspa9,Tln1,Sdcbp,Trip6,Rps5,Arl14ep,Lims1,Adgre5,Sorbs1,Cpne3,Itgb7,Egfr,Arf6,Parvg,Rpl18,Pdlim7,Arpc5,Avil,Akap12,Fhl2,Rab21,Triobp,Pabpc1,Itgb1,Rhob,Ctnna1,Pdlim1,Lpp,Palld,Armc5,Epha2,P4hb,Fblim1"
998,GOMF_SEMAPHORIN_RECEPTOR_BINDING,0.001613771,0.015698904,-0.700305874,-1.972979362,2,15,"Sema6d,Sema3a,Sema5b,Sema6c,Sema7a,Sema5a,Sema6a,Sema3e,Sema3f"
999,GOMF_PROTEIN_HOMODIMERIZATION_ACTIVITY,0.00159984,0.015698904,0.556259356,1.261391132,15,398,"Gbp2,Ccl5,Gbp3,Stat1,Tap1,B2m,Trim21,Gzma,Atf3,Xdh,Hmox1,Cst7,Stat3,Plek,S100a6,Glipr2,H2-M3,Slc11a1,Hspb1,Csf1,Sting1,Pml,Ddit3,Cebpb,Tyrobp,Hspb8,S100a10,Mcl1,Gadd45a,Ripk1,Pycard,Pdlim4,Nos2,Rasip1,Gch1,Gdf15,Top2a,Eng,Gla,Il6ra,Sdcbp2,Usf1,Pecam1,Sppl2a,Bak1,Ripk2,Rela,Tmem192,Shmt2,Zbtb7b,F11r,Flna,Mid1,Stom,Txn1,Myh9,Thrsp,Tlr9,Rchy1,G6pdx,Fbxo4,Gimap7,Bhlhe40,Psmf1,Cebpa,Snx1,Fbln5,Dnttip1,Sh3glb1,Snx2,Pon3,Efemp2,Fibin,Tyw5,Qtrt1,Wwtr1,Rbpms,Bloc1s6,Cip2a,Vil1,Crym,Rack1,Tpst1,H13,Elavl1,Stard3"
1000,HP_MYOGLOBINURIA,0.001613771,0.015698904,-0.721043155,-2.03140273,2,15,"Ryr1,Dmd,Phka1,Hadh,Hadhb,Pgam2"
1001,HP_OBSESSIVE_COMPULSIVE_TRAIT,0.001613771,0.015698904,-0.693901925,-1.954937446,2,15,"Gabrd,Scn2a,Gabra1,Stxbp1,Oca2,Hcn1,Dmpk"
1002,HP_EEG_WITH_BURST_SUPPRESSION,0.001613771,0.015698904,-0.701663583,-1.976804449,2,15,"Scn2a,Kcnq2,Gnao1,Stxbp1,Arx,Kcna1"
1003,FAN_EMBRYONIC_CTX_NSC_2,0.001601602,0.015698904,0.622614875,1.40168176,15,147,"Tubb6,Clic1,Ucp2,Rarres2,Tpx2,Pttg1,Lgals1,Top2a,Mki67,Gins1,Spc25,Nusap1,Cnih4,Ccna2,Cenpe,Cenpa,Ddx39a,Tk1,Dbf4,Ccnb1,Rfc3,Asf1b,Ccnb2,Rtkn2,Birc5,Smc4,Melk,Cep55,Ube2c,Rrm2,Rassf1,Cdk1,Shcbp1,Snrpa1,Kif20a,Tuba1c,Bub1,Rnf4,Aurkb,Cdca5,Bub1b,Cip2a,Ncapg,Pbk,Nde1,Knstrn,Ncaph,Tmpo,Prc1,Spdl1,Cdca3,Rheb,Lbr,Ckap2,Lmnb1,Tacc3,Actn1,Mis18bp1,Ect2,Ncapg2,Kif18a,Trip13,Depdc1a,Kif2c,Kif11,Plk1,Cntrl,Kif23,Cks2"
1004,ZHONG_PFC_MAJOR_TYPES_NPCS,0.001612253,0.015698904,0.657129902,1.468430785,15,94,"Tgif1,Hspb1,Mcm6,Clic1,Tagln2,Vim,Ucp2,Tpx2,Pttg1,Top2a,Uhrf1,Mki67,Spc25,Nusap1,Sfrp1,Ccna2,Ccnb1,Mcm3,Pcna,Ccnb2,Hells,Birc5,Smc4,Melk,Ube2c,Rrm2,Cdk1,Snrpb,Bub1,Dhfr,Aurkb,Rcn1,Cdca5,Sox9,Notch1,Pbk,Mcm5,Hat1,Knstrn,Mcm7,Tmpo,Prc1,Mcm4,Mcm2,Cdca3,Ckap2,Tacc3,Mis18bp1,Kif2c,Kif11,Kif23,Cdca4,Cks2,Fen1"
1005,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS,0.001640185,0.015939982,0.702136572,1.54263719,15,59,"Ccl12,Atf3,Zfp36,Socs3,Gadd45b,Thbs1,Gem,Jun,Adamts1,Igfbp7,Junb,Timp3,Steap4,Fos,Flna,Egr1,Tagln,Hspa1a,Tcim,Cavin3,Ggt5,Tinagl1,Rhob,Arid5b,Klf2,Lpp,Palld"
1006,GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE,0.001644737,0.015952477,-0.713673354,-2.578371634,0,37,"Epha4,Grm1,Itpr1,Ntng1,Dcc,Prkcz,Lrrc4,Adrb1,Cacng3,Chrm1,Cacng2,Ptprs,Bsn,Gabbr1,Syp,Syn1,Syn2,Cdk5,Lrrtm2,Abr,Prkar1b"
1007,HP_ABNORMAL_URINE_PH,0.001644737,0.015952477,-0.566525546,-2.046753445,0,37,"Slc25a19,Acadm,Hadh,Ppox,Kif1b,Mmab,Ret,Mvk,Lmbrd1,Sucla2,Acads,Dnajc19,Etfdh,Abcd4,Idh2,D2hgdh,Etfb,Hcfc1,Slc52a2,Tat,Acad8,Cd320"
1008,GOBP_MACROPHAGE_DIFFERENTIATION,0.001696893,0.016374655,0.753084481,1.608006223,15,38,"Tlr2,C1qc,Casp8,Hcls1,Il15,Csf1,Ifng,Spi1,Nrros,Ripk1,Trib1,Tgfb1,Gata2,Cebpa,Inhba"
1009,GOBP_ERK1_AND_ERK2_CASCADE,0.0017,0.016374655,0.593227272,1.33887854,16,207,"Ccl5,Ccl12,Ccl2,Ccl3,Icam1,Ptprc,Atf3,Cd74,Ccr1,Cd44,Glipr2,Ccn1,Tnf,Ctsh,Ccl4,P2ry6,Gpnmb,Cflar,Havcr2,Rras,Ptpn6,Lyn,Tlr4,Myc,Pycard,Tgfb1,Ptpn1,Rap1b,Errfi1,Timp3,Ccr7,Il1b,Prkd2,Ripk2,Tirap,Arhgap8,Gcnt2,Trf,C5ar1,Ptpn22,Zfp36l2,Ccn2,Ezr,Psca,Syk,Shc1,Dusp6,Fgf2,Cd36,Spry2,Egfr,Eif3a,Sox9,Akap12,Angpt1,Notch1,Arrb2,Notch2,Fbln1,Gnai2,Dusp1,Tnip1,Epha2,Htr2b,Ccl11"
1010,GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,0.001698514,0.016374655,-0.772547027,-1.978989856,3,11,"Cbln1,Lrrtm1,Grid2,Ptprs,Lrrtm2,Lrfn1,Nlgn2"
1011,HP_T_LYMPHOCYTOPENIA,0.001696893,0.016374655,0.752920683,1.607656477,15,38,"Il2rg,Ptprc,Sp110,Rac2,Il7r,Lck,Ada,Fas,Cd3g,Myc,Il2ra,Atm,Itk,Fasl,Cd8a,Wipf1"
1012,HP_ABNORMAL_T_CELL_SUBSET_DISTRIBUTION,0.001690974,0.016374655,0.747131603,1.597704701,15,39,"Il2rg,Casp8,Il7r,Lck,Nckap1l,Fas,Pnp,Cd3g,Myc,Cd3d,Il2ra,Atm,Itk,Fasl,Cd8a,Wipf1,Wdr1"
1013,LE_NEURONAL_DIFFERENTIATION_UP,0.001698514,0.016374655,-0.7763568,-1.988749135,3,11,"Scn2a,Kcnb1,Car10,Kcnk2,Cnr1,Gabbr1,Kcnd1"
1014,GeneWeaver_Ordones_2021_GS399879 _Male_List of differentially expressed genes (DEGs) in the NAc of males and females in response to LBN_Top25_byPval,0.001698514,0.016374655,-0.7759188,-1.987627136,3,11,"Dlg4,Dusp15,Tecpr1,Cds2,Syp,Gna11,Bin1,Git1"
1015,HP_ARTERIAL_THROMBOSIS,0.001711157,0.01646588,0.80504195,1.628213858,14,22,"Erap1,Ccr1,Fas,Il10,Tlr4,Jak2,Pros1,Stat4,Ptpn22,Mefv,Trp53,Myh7"
1016,GOBP_REGULATION_OF_APPETITE,0.001728111,0.016595761,-0.69555001,-1.996070099,2,16,"Cck,Htr2c,Cartpt,Slc22a3,Bbs2,Ucn,Pomc,Nenf,Npff,Ppara,Oprm1"
1017,GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,0.001729752,0.016595761,0.684977985,1.516067922,16,69,"Cxcl10,Stat1,Serpine1,Thbs1,H2-M3,Tnf,Pml,Ccr2,Adamts1,Dcn,Angpt2,Gadd45a,Col4a2,Niban2,Fasl,Spry2,Hoxa5,Stab1,Creb3l1,Foxc1,Klf2,Pparg,Epha2"
1018,GOCC_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,0.001728111,0.016595761,-0.669304413,-1.920751212,2,16,"Syt1,Ptprn2,Syngr1,Ptprs,Syp,Slc6a17,Syt9,Oprd1,Vamp1"
1019,GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.001734694,0.016618642,0.695508154,1.53280316,16,62,"Il6,Timp1,Ctss,Cd44,Lcp1,Adam8,Mmp8,Mmp3,Ctsl,Mmp14,Tgfb1,Mmp19,Pdpn,Mmp13,A2m,Furin"
1020,GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.001740644,0.016618642,0.771978004,1.614350256,15,30,"Cd274,Lgals9,Socs1,Anxa1,Il4ra,Loxl3,Arg2,Tbx21,Zbtb7b,Runx1,Bcl6,Hfe,Twsg1,Tnfrsf14,Hlx,Zc3h12a,Runx3"
1021,HP_ABNORMAL_B_CELL_MORPHOLOGY,0.001740644,0.016618642,0.773636003,1.617817442,15,30,"Stat1,Myd88,Sp110,Rac2,Nckap1l,Ada,Fas,Icos,Nfkb2,Il6ra,Gfi1,Il2ra,Ikzf1,Fasl,Wdr1,Dock8,Knstrn"
1022,HP_THYROIDITIS,0.001740644,0.016618642,0.770590525,1.611448777,15,30,"Stat1,Il2rg,Il7r,Il18bp,Ada,Fas,Gpr35,Plcg2,Ctla4,Il2ra,Sec23b,Fasl"
1023,HP_GLOMERULOPATHY,0.001735734,0.016618642,0.769339331,1.613208853,15,31,"Erap1,Ccr1,Fas,Il10,Tlr4,Gla,Stat4,Was,Ctla4,Ptpn22,Mefv,Dnase1l3,Wipf1"
1024,GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.001745201,0.016645874,-0.593313262,-2.154456884,0,38,"Adam22,Lgi1,Clstn1,Dlg4,Cacng8,Prkcz,Ophn1,Cacng3,Cacng2,Hras,Dnm3,Cacng7,Dlg1,Snap25,Grip1,Cacng5,Prkci"
1025,GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,0.00176857,0.016819497,0.871762864,1.647543197,13,13,"Ifitm3,Trim21,Zfp36,Trim31"
1026,GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,0.001766784,0.016819497,0.780169638,1.61448615,15,27,"Ccl5,Cd274,Il7r,Adam8,Ada,Arg2,Tsc22d3,Ido1,St3gal1,Ripk3,Pdcd1,Trp53,Hif1a,Dock8"
1027,GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.00176857,0.016819497,0.873153797,1.65017192,13,13,"Cxcl10,Ccl5,Serpine1,Ccr1,Aif1,Ccr2,Lgmn"
1028,GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION,0.001776593,0.016879365,0.787051679,1.623524867,15,26,"Batf2,Ubd,Relb,Spi1,Havcr2,Il10,Batf,Clec4d,Pycard,Ltbr,Dock2,Cd2,Tgfbr2"
1029,GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.001814882,0.017226388,0.799094143,1.623976578,15,23,"Xdh,Apobec1,Upp1,Nt5c3,Ada,Pnp,Gla,Enpp4"
1030,GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.001844218,0.017475398,0.766881423,1.608054927,16,31,"H2-K1,Il12b,H2-M3,Vav1,Serpinb9,Klrc1,Klrd1,Havcr2,Lag3,Il18rap,Cd96,Slamf6,Ncr1"
1031,GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.00185128,0.017475398,0.706037188,1.546002663,17,56,"Ccl5,Cxcl13,Icam1,Itgb2,Serpine1,Lpxn,Cyp1b1,Fermt3,Nckap1l,Ada,Itga5,Ptpn6,Lyn,Pik3cg"
1032,GOBP_SYNAPTIC_VESICLE_RECYCLING,0.001851852,0.017475398,-0.548428654,-2.008187966,0,39,"Syt7,Syt1,Synj2,Itsn1,Pip5k1c,Ophn1,Vamp2,Fgf14,Pacsin1,Syt2,Dnm3,Syp,Ppp3cb,Cdk5,Nlgn2,Pld2,Dnm1l"
1033,GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,0.001851852,0.017475398,-0.788635631,-2.887756817,0,39,"Cdh9,Adora2a,Cntn1,Drd2,Epha4,Cdh10,Scn2a,Cplx3,Erbb4,Syt7,Ntng1,Slc1a2,Efnb3,Chrm1,Cnr1,Htr1b,Ptprs,Efnb2,Kcna1,Adora1,Ephb2,Htr3a,Oprd1,P2ry1,Slc6a3"
1034,HP_POOR_EYE_CONTACT,0.001851852,0.017475398,-0.524597093,-1.920923644,0,39,"Mef2c,Nexmif,Ntng1,Syt1,Grin1,Ophn1,Ugp2,Stxbp1,Gnb5,Ndufaf3,Cacna2d2,Ndufs8,Dlk1,Rab11b,Ireb2,Ndufs4,St3gal3,Deaf1,Gfm1,Galnt2"
1035,Neuron_Glutamate_Sugino_NatNeuro_2006,0.001851852,0.017475398,-0.490052502,-1.79443129,0,39,"Neurod6,Mast3,Itpka,Tyro3,Srr,Kalrn,Arpp21,St3gal5,Ptk2b,Ltk,Fbxw7,Gria2,Cpd,Rasal1,Prss12,Adora1"
1036,GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE,0.001872659,0.017637668,-0.813019177,-3.005321143,0,40,"Epha4,Adam22,Grin2b,Grm1,Grin2a,Erbb4,Clstn1,Dlg4,Cacng8,Rgs9,Dcc,Lrrc4,Efnb3,Ptprt,Cacng3,Chrm1,Cacng2,Dlg2,Grid2,Ptprs,Tiam1,Kcnh1,Cacng7,Nectin3,Gria2,Grin2d,Dlg1,Lrrtm2,Neto1,Grid1,Lrfn1,Oprd1,Cacng5,Plppr4,Cacna1c"
1037,HP_DILATION_OF_LATERAL_VENTRICLES,0.001872659,0.017637668,-0.491356161,-1.816295486,0,40,"Camk2a,Grin2b,Kcnq5,Zic1,Grin1,Med12l,Glul,Cacng2,Epb41l1,Pdha1,Dcx,Stxbp1,Cspp1,Zeb2,Kif1a,Taok1"
1038,GOBP_RESPONSE_TO_TESTOSTERONE,0.001877208,0.017663483,0.776850856,1.60761825,16,27,"Tspo,Thbs1,Msn,Spp1,Cflar,Edn1"
1039,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.00190076,0.017850698,0.608411276,1.370690274,18,174,"Cxcl13,Icam1,Hck,Plek,Rhoc,Msn,Tnf,Lcp1,Arpc1b,Ifng,Clec7a,Nckap1l,Bid,Mmp3,Tlr4,Pycard,Tgfb1,Spidr,Rasip1,Gmfg,Fes,Rap1b,Carmil1,Arpc5l,Ccr7,Bak1,Was,Tirap,Cdt1,Cdh5,Tlr6,Vasp,Pfn1,Bcl2l11,Hspa1a,Atm,Syk,Abca1,Iqgap2,Trp53,Sh3glb1,Myo1c,Cd36,Arf6,Arpc5,Vil1,Rack1,Tal1"
1040,HP_ABNORMALITY_OF_BLOOD_CIRCULATION,0.00189981,0.017850698,0.592903684,1.338926848,18,224,"Usp18,B2m,Myd88,Stat2,Cdkn1a,Serpine1,Erap1,Stat3,Ccr1,Sp110,F13a1,Ifng,Pml,Daxx,Fas,Il10ra,Tnfrsf1a,Prf1,Il10,Tlr4,Myc,Slc7a7,Eng,Jak2,Col4a1,Hsd3b7,Pros1,Stat4,Was,Hpgd,Ctla4,Ptpn22,Gata2,Mefv,F10,F7,Cited2,Col4a2,Tgfbr2,Dnm2,Cd109,Ikzf1,Max,Atp7a,Pmm2,Acvrl1,Cfh,Wipf1"
1041,HP_ABNORMAL_URINE_CYTOLOGY,0.001910892,0.01792861,0.648091097,1.451023145,18,101,"B2m,C3,Cfb,Hmox1,Stat3,Clec7a,Pml,Lyz1,Spp1,Il17ra,Eng,Gla,Col4a1,Stat4,Ctla4,Ptpn22,F10,Cd109,Gata3,Max,Rest,Acvrl1,Dnase1l3,Cfh,Spry2,Il17rc,Nabp1,Notch2,Myo1e,Thbd"
1042,HP_KERATOCONJUNCTIVITIS,0.001912906,0.017930286,0.794488773,1.624586311,16,24,"B2m,Erap1,Ccr1,Fas,Il10,Tlr4,Stat4,Mefv,Mab21l1"
1043,GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION,0.001917546,0.017956536,-0.705463098,-1.899397524,3,13,"P2ry12,Cdk5r2,Cdk5,Dab1,Rtn4,Mboat7,Lrp8"
1044,GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION,0.00192926,0.018048934,-0.645902291,-1.9246458,2,18,"Chrnb2,Adarb1,Chrm1,Slc5a7,Stxbp1,Kif1b,Erc1"
1045,HP_RECURRENT_SINUSITIS,0.001952701,0.018250749,0.764791106,1.603671792,17,31,"Psmb8,Fcgr4,Rac2,Ncf4,Icos,Il21r,Il17ra,Nfkb2,Mgp,Usb1,Stxbp2"
1046,GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.001967137,0.018368097,0.816053116,1.632542723,16,20,"Cxcl10,Ccl5,Serpine1,Ccr1,Aif1,Ccr2,Slamf8,Lyn,Lgmn"
1047,GOBP_NEURAL_CREST_CELL_MIGRATION,0.001984127,0.018478158,-0.52989521,-1.969110238,0,41,"Erbb4,Sema6d,Sema3a,Isl1,Sema5b,Sema6c,Sema7a,Sema5a,Folr1,Sema6a,Ret,Bmp4,Sema3e,Sox10,Sema3f,Ovol2"
1048,GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,0.001984127,0.018478158,-0.536763324,-1.994632407,0,41,"Kcnb1,Cacna1g,Syt7,Syt1,Syt10,Rapgef4,Cadps2,Cdk5r2,Scamp5,Vamp2,Syt2,Cadps,Syt13,Stxbp1,Syt9,Ppp3cb,Syn2,Cdk5,Cacna1h"
1049,GOMF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.001986492,0.018478158,-0.785223926,-1.954405172,4,10,"Cacnb3,Cacna1a,Cacna1d,Cacnb1,Cacna1b,Cacna1c"
1050,Cembrowski_HippoSeq_ca4-ca3_d-ca3_v-ca2-ca1_d-ca1_v__VS__dg_d-dg_v,0.001986492,0.018478158,-0.77750362,-1.935189498,4,10,"Neurod6,Gnai1,Syt1,Synj2,Ptprn2,Cnr1"
1051,GOBP_CELLULAR_RESPONSE_TO_DSRNA,0.001990865,0.018501221,0.824381562,1.636906197,16,19,"Ifit1,Ifih1,Tlr3,Ifnb1,Sting1,Riok3,Nfkb1"
