"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"152","GO:0034121","regulation of toll-like receptor signaling pathway","3/60","22/9707",0.000318031298196045,0.00253588114087899,0.0017619462503936,"20128/54123/16362",3
"153","GO:0042110","T cell activation","10/60","440/9707",0.000324606537806408,0.00257139296615272,0.00178662009112574,"12010/15944/14972/20304/58185/60533/16859/16186/16362/20296",10
"154","GO:0032760","positive regulation of tumor necrosis factor production","5/60","99/9707",0.000349242474763631,0.00274858363255533,0.00190973328647235,"14972/71586/16859/20296/20302",5
"155","GO:0032680","regulation of tumor necrosis factor production","6/60","154/9707",0.00035723027105436,0.00277540441357618,0.0019283685347064,"20128/14972/71586/16859/20296/20302",6
"156","GO:0042129","regulation of T cell proliferation","6/60","154/9707",0.00035723027105436,0.00277540441357618,0.0019283685347064,"15944/14972/20304/60533/16859/16362",6
"157","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","5/60","100/9707",0.000365896079934798,0.00282462451516545,0.0019625669724964,"14972/71586/16859/20296/20302",5
"158","GO:0022407","regulation of cell-cell adhesion","9/60","366/9707",0.00037591067891028,0.00288356799265354,0.00200352127333927,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"159","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","4/60","56/9707",0.000381093009822724,0.00290493539562982,0.00201836748002767,"20304/80285/547253/16362",4
"160","GO:0072678","T cell migration","4/60","57/9707",0.000407973640745747,0.00309040032864903,0.00214722968813551,"15945/20304/16859/20296",4
"161","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","3/60","24/9707",0.000414324799791283,0.003099763316957,0.00215373515161161,"14972/16859/21354",3
"162","GO:0032647","regulation of interferon-alpha production","3/60","24/9707",0.000414324799791283,0.003099763316957,0.00215373515161161,"20846/71586/54123",3
"163","GO:0002704","negative regulation of leukocyte mediated immunity","4/60","58/9707",0.000436182982648073,0.0032432746930642,0.00225344776311565,"69550/14972/16859/21354",4
"164","GO:0070663","regulation of leukocyte proliferation","7/60","225/9707",0.000444991843269555,0.00328859825635793,0.00228493886146113,"15944/14972/20293/20304/60533/16859/16362",7
"165","GO:0032640","tumor necrosis factor production","6/60","161/9707",0.000453070266424736,0.00332800704791988,0.00231232033900982,"20128/14972/71586/16859/20296/20302",6
"166","GO:0002718","regulation of cytokine production involved in immune response","5/60","105/9707",0.000458361853646611,0.00334659377481742,0.00232523451437723,"12010/69550/14972/58185/12363",5
"167","GO:0007260","tyrosine phosphorylation of STAT protein","4/60","59/9707",0.000465758366961856,0.00338023437579503,0.00234860821663716,"20304/80285/547253/16362",4
"168","GO:0032607","interferon-alpha production","3/60","25/9707",0.000468758906615611,0.0033817606834412,0.00234966870484016,"20846/71586/54123",3
"169","GO:0051249","regulation of lymphocyte activation","9/60","380/9707",0.000494510948134357,0.00354643354520024,0.00246408445037363,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"170","GO:0002819","regulation of adaptive immune response","6/60","164/9707",0.000499825858186059,0.0035634643536559,0.00247591756376995,"12010/14972/58185/60533/54123/16362",6
"171","GO:0001818","negative regulation of cytokine production","7/60","230/9707",0.000507749275345064,0.00359878433753344,0.00250045811188705,"55932/69550/15944/229900/20128/60533/16859",7
"172","GO:0032689","negative regulation of type II interferon production","3/60","26/9707",0.000527578082291694,0.00365385506135733,0.00253872159899762,"15944/60533/16859",3
"173","GO:0045589","regulation of regulatory T cell differentiation","3/60","26/9707",0.000527578082291694,0.00365385506135733,0.00253872159899762,"16859/16186/16362",3
"174","GO:0090025","regulation of monocyte chemotaxis","3/60","26/9707",0.000527578082291694,0.00365385506135733,0.00253872159899762,"15945/20304/20296",3
"175","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","3/60","26/9707",0.000527578082291694,0.00365385506135733,0.00253872159899762,"60533/16859/16362",3
"176","GO:0071677","positive regulation of mononuclear cell migration","4/60","62/9707",0.000563056423674292,0.00386534613720284,0.00268566693569765,"15945/20304/16859/20296",4
"177","GO:0045785","positive regulation of cell adhesion","9/60","387/9707",0.00056449361904695,0.00386534613720284,0.00268566693569765,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"178","GO:0050900","leukocyte migration","8/60","309/9707",0.000582947667455287,0.00396034966649708,0.00275167598853367,"15945/20293/20304/16859/17329/12642/20296/20302",8
"179","GO:0036037","CD8-positive, alpha-beta T cell activation","3/60","27/9707",0.000590923679399311,0.00396034966649708,0.00275167598853367,"14972/60533/16362",3
"180","GO:1900225","regulation of NLRP3 inflammasome complex assembly","3/60","27/9707",0.000590923679399311,0.00396034966649708,0.00275167598853367,"15944/20128/12363",3
"181","GO:0050729","positive regulation of inflammatory response","5/60","111/9707",0.000591438357785455,0.00396034966649708,0.00275167598853367,"14972/20304/70110/12363/20302",5
"182","GO:0032102","negative regulation of response to external stimulus","8/60","312/9707",0.000621321862506955,0.00413759394152984,0.00287482643149546,"15944/20128/14972/100038882/16859/547253/12258/21354",8
"183","GO:0046635","positive regulation of alpha-beta T cell activation","4/60","64/9707",0.000635443075422184,0.00420850823722233,0.00292409813251508,"15944/14972/16186/16362",4
"184","GO:0031342","negative regulation of cell killing","3/60","28/9707",0.000658934077688972,0.00434037012042953,0.00301571660269552,"14972/16859/21354",3
"185","GO:0060326","cell chemotaxis","7/60","241/9707",0.000670808675633474,0.00439470332360957,0.0030534676557996,"15945/20293/20304/17329/12642/20296/20302",7
"186","GO:0044546","NLRP3 inflammasome complex assembly","3/60","29/9707",0.000731744720339626,0.00471741809070014,0.0032776919164149,"15944/20128/12363",3
"187","GO:0045066","regulatory T cell differentiation","3/60","29/9707",0.000731744720339626,0.00471741809070014,0.0032776919164149,"16859/16186/16362",3
"188","GO:0050691","regulation of defense response to virus by host","3/60","29/9707",0.000731744720339626,0.00471741809070014,0.0032776919164149,"20846/20304/80285",3
"189","GO:0006935","chemotaxis","8/60","324/9707",0.000795864053389859,0.00510085013157232,0.00354410292275304,"15945/20293/20304/16859/17329/12642/20296/20302",8
"190","GO:0046718","viral entry into host cell","4/60","68/9707",0.000799638221946155,0.00510085013157232,0.00354410292275304,"20128/66141/209387/12642",4
"191","GO:0140632","canonical inflammasome complex assembly","3/60","30/9707",0.000809488149864076,0.00513664731746209,0.00356897503384547,"15944/20128/12363",3
"192","GO:0042330","taxis","8/60","326/9707",0.000828467044694069,0.00522969821963131,0.00363362738900908,"15945/20293/20304/16859/17329/12642/20296/20302",8
"193","GO:0032480","negative regulation of type I interferon production","3/60","31/9707",0.000892294043665121,0.00557453804599035,0.00387322428069505,"55932/15944/229900",3
"194","GO:0060142","regulation of syncytium formation by plasma membrane fusion","3/60","31/9707",0.000892294043665121,0.00557453804599035,0.00387322428069505,"20846/15945/17329",3
"195","GO:0044409","entry into host","4/60","71/9707",0.000940985676042743,0.00584858789417336,0.00406363584795786,"20128/66141/209387/12642",4
"196","GO:2000406","positive regulation of T cell migration","3/60","32/9707",0.000980289249245372,0.00606178862288465,0.00421176906227872,"15945/20304/16859",3
"197","GO:0002367","cytokine production involved in immune response","5/60","125/9707",0.00101329919451029,0.00623410468906837,0.00433149535457243,"12010/69550/14972/58185/12363",5
"198","GO:0042098","T cell proliferation","6/60","188/9707",0.00102378332264804,0.00626679488408803,0.00435420870876361,"15944/14972/20304/60533/16859/16362",6
"199","GO:0002720","positive regulation of cytokine production involved in immune response","4/60","73/9707",0.00104446129291046,0.00636124164325366,0.00441983091419397,"12010/14972/58185/12363",4
"200","GO:0097529","myeloid leukocyte migration","6/60","191/9707",0.00111124473162295,0.00673414307363507,0.00467892518578084,"15945/20293/20304/17329/20296/20302",6
"201","GO:0030101","natural killer cell activation","4/60","75/9707",0.0011556915654226,0.00696864764821987,0.00484186044691323,"14972/246256/16859/16362",4
"202","GO:0046636","negative regulation of alpha-beta T cell activation","3/60","35/9707",0.00127663749299959,0.00762209183012564,0.00529587759605742,"60533/16859/16362",3
"203","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","3/60","35/9707",0.00127663749299959,0.00762209183012564,0.00529587759605742,"15944/16186/16362",3
"204","GO:0032733","positive regulation of interleukin-10 production","3/60","36/9707",0.00138660303591528,0.00822655510861871,0.00571586250381706,"100038882/60533/16859",3
"205","GO:0050727","regulation of inflammatory response","7/60","273/9707",0.00139145527827297,0.00822655510861871,0.00571586250381706,"15944/14972/20304/16859/70110/12363/20302",7
"206","GO:0050670","regulation of lymphocyte proliferation","6/60","201/9707",0.00144487977519406,0.00850094314337474,0.00590650904524908,"15944/14972/20304/60533/16859/16362",6
"207","GO:0002687","positive regulation of leukocyte migration","5/60","136/9707",0.00147673932652297,0.00864641576688813,0.0060075843438514,"15945/20293/20304/16859/20296",5
"208","GO:0048246","macrophage chemotaxis","3/60","37/9707",0.00150235088809095,0.00871219749457526,0.00605328990416902,"20304/20296/20302",3
"209","GO:2000403","positive regulation of lymphocyte migration","3/60","37/9707",0.00150235088809095,0.00871219749457526,0.00605328990416902,"15945/20304/16859",3
"210","GO:0019730","antimicrobial humoral response","4/60","81/9707",0.00153898872387999,0.00888216349210736,0.00617138335390471,"12010/14972/15945/17329",4
"211","GO:0032944","regulation of mononuclear cell proliferation","6/60","205/9707",0.0015979063140613,0.00914710766681506,0.0063554682416641,"15944/14972/20304/60533/16859/16362",6
"212","GO:0035740","CD8-positive, alpha-beta T cell proliferation","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"14972/16362",2
"213","GO:0042270","protection from natural killer cell mediated cytotoxicity","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"14972/21354",2
"214","GO:0046642","negative regulation of alpha-beta T cell proliferation","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"60533/16859",2
"215","GO:0060700","regulation of ribonuclease activity","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"23962/231655",2
"216","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"15944/20128",2
"217","GO:2000564","regulation of CD8-positive, alpha-beta T cell proliferation","2/60","10/9707",0.00163772472252382,0.00914710766681506,0.0063554682416641,"14972/16362",2
"218","GO:0048002","antigen processing and presentation of peptide antigen","3/60","40/9707",0.00188538125312469,0.0104820278843446,0.00728297924915379,"12010/14972/21354",3
"219","GO:0002440","production of molecular mediator of immune response","6/60","212/9707",0.00189513286970619,0.0104881325939904,0.0072872208400142,"12010/69550/14972/58185/246256/12363",6
"220","GO:0002694","regulation of leukocyte activation","9/60","462/9707",0.00196749458250328,0.0107874256308302,0.00749517153436176,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"221","GO:0002475","antigen processing and presentation via MHC class Ib","2/60","11/9707",0.00199371562814023,0.0107874256308302,0.00749517153436176,"12010/14972",2
"222","GO:0035457","cellular response to interferon-alpha","2/60","11/9707",0.00199371562814023,0.0107874256308302,0.00749517153436176,"15957/15958",2
"223","GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","2/60","11/9707",0.00199371562814023,0.0107874256308302,0.00749517153436176,"547253/16362",2
"224","GO:0141086","negative regulation of inflammasome-mediated signaling pathway","2/60","11/9707",0.00199371562814023,0.0107874256308302,0.00749517153436176,"15944/20128",2
"225","GO:0002706","regulation of lymphocyte mediated immunity","5/60","146/9707",0.00201934532490766,0.0108775401501692,0.007557783672169,"12010/14972/58185/16859/21354",5
"226","GO:0044000","movement in host","4/60","88/9707",0.00208892312806107,0.0112025435009293,0.00778359805518797,"20128/66141/209387/12642",4
"227","GO:0006959","humoral immune response","5/60","148/9707",0.00214332237753075,0.0114436419452303,0.00795111477869046,"12010/14972/15945/17329/12258",5
"228","GO:0001913","T cell mediated cytotoxicity","3/60","42/9707",0.00217160531498723,0.0114730416582375,0.00797154188517459,"12010/14972/14939",3
"229","GO:0031663","lipopolysaccharide-mediated signaling pathway","3/60","42/9707",0.00217160531498723,0.0114730416582375,0.00797154188517459,"20846/20128/209387",3
"230","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","4/60","89/9707",0.00217722737738831,0.0114730416582375,0.00797154188517459,"55932/229900/547253/16362",4
"231","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/60","149/9707",0.00220735723133225,0.0115378735936468,0.00801658752381229,"12010/14972/58185/60533/16362",5
"232","GO:0070661","leukocyte proliferation","7/60","296/9707",0.00220856986281029,0.0115378735936468,0.00801658752381229,"15944/14972/20293/20304/60533/16859/16362",7
"233","GO:0042269","regulation of natural killer cell mediated cytotoxicity","3/60","43/9707",0.00232427976222686,0.012090244943429,0.00840037863013998,"14972/16859/21354",3
"234","GO:0072683","T cell extravasation","2/60","12/9707",0.00238296319241045,0.0123425273042797,0.00857566600957426,"20304/20296",2
"235","GO:0045639","positive regulation of myeloid cell differentiation","4/60","92/9707",0.00245757885588945,0.012646849858264,0.00878711124423412,"20846/100038882/20304/20302",4
"236","GO:0032814","regulation of natural killer cell activation","3/60","44/9707",0.00248345731540167,0.012646849858264,0.00878711124423412,"14972/16859/16362",3
"237","GO:0045646","regulation of erythrocyte differentiation","3/60","44/9707",0.00248345731540167,0.012646849858264,0.00878711124423412,"12010/20846/100038882",3
"238","GO:2000404","regulation of T cell migration","3/60","44/9707",0.00248345731540167,0.012646849858264,0.00878711124423412,"15945/20304/16859",3
"239","GO:0042102","positive regulation of T cell proliferation","4/60","95/9707",0.00276186638864858,0.0139019937964703,0.00965919318844559,"15944/14972/20304/60533",4
"240","GO:1904892","regulation of receptor signaling pathway via STAT","4/60","95/9707",0.00276186638864858,0.0139019937964703,0.00965919318844559,"55932/229900/547253/16362",4
"241","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","2/60","13/9707",0.0028050565425203,0.0139019937964703,0.00965919318844559,"54123/16362",2
"242","GO:0010819","regulation of T cell chemotaxis","2/60","13/9707",0.0028050565425203,0.0139019937964703,0.00965919318844559,"15945/20304",2
"243","GO:0045591","positive regulation of regulatory T cell differentiation","2/60","13/9707",0.0028050565425203,0.0139019937964703,0.00965919318844559,"16859/16186",2
"244","GO:0002715","regulation of natural killer cell mediated immunity","3/60","46/9707",0.00282169181017467,0.0139019937964703,0.00965919318844559,"14972/16859/21354",3
"245","GO:0032653","regulation of interleukin-10 production","3/60","46/9707",0.00282169181017467,0.0139019937964703,0.00965919318844559,"100038882/60533/16859",3
"246","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3/60","46/9707",0.00282169181017467,0.0139019937964703,0.00965919318844559,"20304/80285/547253",3
"247","GO:1902107","positive regulation of leukocyte differentiation","5/60","158/9707",0.00284825811545406,0.0139197130481062,0.00967150463651635,"20304/16859/16186/16362/20302",5
"248","GO:1903708","positive regulation of hemopoiesis","5/60","158/9707",0.00284825811545406,0.0139197130481062,0.00967150463651635,"20304/16859/16186/16362/20302",5
"249","GO:0002700","regulation of production of molecular mediator of immune response","5/60","159/9707",0.00292697261506319,0.0142469510419943,0.00989887166370981,"12010/69550/14972/58185/12363",5
"250","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/60","97/9707",0.00297851178707053,0.0143822959598784,0.00999291016840605,"12010/14972/58185/60533",4
"251","GO:0032649","regulation of type II interferon production","4/60","97/9707",0.00297851178707053,0.0143822959598784,0.00999291016840605,"15944/100038882/60533/16859",4
"252","GO:0002707","negative regulation of lymphocyte mediated immunity","3/60","47/9707",0.00300092788814624,0.0144330341287033,0.0100281633689097,"14972/16859/21354",3
"253","GO:0050865","regulation of cell activation","9/60","496/9707",0.00318179734609104,0.0152073810673816,0.0105661845178959,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"254","GO:0002224","toll-like receptor signaling pathway","3/60","48/9707",0.00318702540521034,0.0152073810673816,0.0105661845178959,"20128/54123/16362",3
"255","GO:0002323","natural killer cell activation involved in immune response","2/60","14/9707",0.00325958846760765,0.0153720670145544,0.0106806093552575,"246256/16859",2
"256","GO:0032823","regulation of natural killer cell differentiation","2/60","14/9707",0.00325958846760765,0.0153720670145544,0.0106806093552575,"16859/16362",2
"257","GO:0070234","positive regulation of T cell apoptotic process","2/60","14/9707",0.00325958846760765,0.0153720670145544,0.0106806093552575,"20304/60533",2
"258","GO:0032613","interleukin-10 production","3/60","49/9707",0.00338006816601638,0.0158784597566351,0.0110324542342436,"100038882/60533/16859",3
"259","GO:0032732","positive regulation of interleukin-1 production","3/60","50/9707",0.00358013772312138,0.0167533857931394,0.0116403583763345,"16859/12363/20302",3
"260","GO:0071675","regulation of mononuclear cell migration","4/60","103/9707",0.00369780076130302,0.0172374404719202,0.0119766826277021,"15945/20304/16859/20296",4
"261","GO:0003159","morphogenesis of an endothelium","2/60","15/9707",0.00374615539040707,0.017263651456933,0.0119948941858141,"15945/16819",2
"262","GO:0039535","regulation of RIG-I signaling pathway","2/60","15/9707",0.00374615539040707,0.017263651456933,0.0119948941858141,"231655/234311",2
"263","GO:0061154","endothelial tube morphogenesis","2/60","15/9707",0.00374615539040707,0.017263651456933,0.0119948941858141,"15945/16819",2
"264","GO:0045637","regulation of myeloid cell differentiation","5/60","169/9707",0.00380321530837805,0.0174602157339174,0.0121314682882872,"12010/20846/100038882/20304/20302",5
"265","GO:0002821","positive regulation of adaptive immune response","4/60","104/9707",0.00382816897100226,0.0175084558220934,0.0121649858065613,"12010/14972/58185/60533",4
"266","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","3/60","52/9707",0.00400167235068955,0.0181648947154896,0.0126210837001839,"12010/14972/20296",3
"267","GO:0002711","positive regulation of T cell mediated immunity","3/60","52/9707",0.00400167235068955,0.0181648947154896,0.0126210837001839,"12010/14972/58185",3
"268","GO:0002456","T cell mediated immunity","4/60","107/9707",0.00423794834116659,0.0191656469757235,0.0133164126980883,"12010/14972/58185/14939",4
"269","GO:0044790","suppression of viral release by host","2/60","16/9707",0.00426435733909631,0.0192133869702034,0.0133495827481004,"20128/209387",2
"270","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","3/60","54/9707",0.00445223776750454,0.0199856006452426,0.013886121692022,"12010/15945/17329",3
"271","GO:0032609","type II interferon production","4/60","110/9707",0.00467645696265075,0.0208152688986707,0.0144625804402784,"15944/100038882/60533/16859",4
"272","GO:0000768","syncytium formation by plasma membrane fusion","3/60","55/9707",0.00468858779648275,0.0208152688986707,0.0144625804402784,"20846/15945/17329",3
"273","GO:0140253","cell-cell fusion","3/60","55/9707",0.00468858779648275,0.0208152688986707,0.0144625804402784,"20846/15945/17329",3
"274","GO:0141087","positive regulation of inflammasome-mediated signaling pathway","2/60","17/9707",0.00481379791934309,0.0212063461648648,0.014734303397509,"14469/12363",2
"275","GO:1901623","regulation of lymphocyte chemotaxis","2/60","17/9707",0.00481379791934309,0.0212063461648648,0.014734303397509,"15945/20304",2
"276","GO:0002702","positive regulation of production of molecular mediator of immune response","4/60","111/9707",0.00482916793853357,0.0212063461648648,0.014734303397509,"12010/14972/58185/12363",4
"277","GO:0048524","positive regulation of viral process","3/60","56/9707",0.00493240825610502,0.021350281451426,0.0148343105446767,"55932/229900/20128",3
"278","GO:0050829","defense response to Gram-negative bacterium","3/60","56/9707",0.00493240825610502,0.021350281451426,0.0148343105446767,"12010/60440/15944",3
"279","GO:1905517","macrophage migration","3/60","56/9707",0.00493240825610502,0.021350281451426,0.0148343105446767,"20304/20296/20302",3
"280","GO:2000401","regulation of lymphocyte migration","3/60","56/9707",0.00493240825610502,0.021350281451426,0.0148343105446767,"15945/20304/16859",3
"281","GO:0046651","lymphocyte proliferation","6/60","258/9707",0.00501085221713279,0.0216126437265656,0.0150166015122915,"15944/14972/20304/60533/16859/16362",6
"282","GO:0006949","syncytium formation","3/60","57/9707",0.00518376573473608,0.0222791633705678,0.0154797035751731,"20846/15945/17329",3
"283","GO:0010818","T cell chemotaxis","2/60","18/9707",0.0053940842865511,0.022939053176491,0.0159381991846385,"15945/20304",2
"284","GO:0032069","regulation of nuclease activity","2/60","18/9707",0.0053940842865511,0.022939053176491,0.0159381991846385,"23962/231655",2
"285","GO:0070230","positive regulation of lymphocyte apoptotic process","2/60","18/9707",0.0053940842865511,0.022939053176491,0.0159381991846385,"20304/60533",2
"286","GO:0032943","mononuclear cell proliferation","6/60","264/9707",0.00559786079462208,0.0237224030876992,0.0164824756558619,"15944/14972/20304/60533/16859/16362",6
"287","GO:0002705","positive regulation of leukocyte mediated immunity","4/60","118/9707",0.00599309280309451,0.0252703141228609,0.0175579740301274,"12010/14972/58185/20296",4
"288","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","2/60","19/9707",0.00600482711830358,0.0252703141228609,0.0175579740301274,"20128/209387",2
"289","GO:0031343","positive regulation of cell killing","3/60","62/9707",0.00655579862870111,0.0274935222767673,0.0191026731122232,"12010/14972/20296",3
"290","GO:0039529","RIG-I signaling pathway","2/60","20/9707",0.00664564058700342,0.0277741944532694,0.0192976859150734,"231655/234311",2
"291","GO:0043270","positive regulation of monoatomic ion transport","5/60","194/9707",0.00679611638442588,0.0283054744258562,0.0196668225991706,"15945/20304/16819/17329/20296",5
"292","GO:0002685","regulation of leukocyte migration","5/60","196/9707",0.00709091872463762,0.0294321695008931,0.0204496574611034,"15945/20293/20304/16859/20296",5
"293","GO:0010759","positive regulation of macrophage chemotaxis","2/60","21/9707",0.00731614233270825,0.0302633600929775,0.0210271739398836,"20304/20296",2
"294","GO:0050671","positive regulation of lymphocyte proliferation","4/60","129/9707",0.00817747153803219,0.0337112091976021,0.0234227612976217,"15944/14972/20304/60533",4
"295","GO:0045070","positive regulation of viral genome replication","2/60","23/9707",0.00874469839200354,0.0358059947672577,0.0248782315561978,"55932/229900",2
"296","GO:1901739","regulation of myoblast fusion","2/60","23/9707",0.00874469839200354,0.0358059947672577,0.0248782315561978,"15945/17329",2
"297","GO:0032946","positive regulation of mononuclear cell proliferation","4/60","132/9707",0.00885296532999525,0.0361272524577584,0.0251014434307858,"15944/14972/20304/60533",4
"298","GO:0002274","myeloid leukocyte activation","5/60","209/9707",0.00922925744719103,0.0375364430402534,0.0260805579574455,"15944/20304/246256/16859/70110",5
"299","GO:0001916","positive regulation of T cell mediated cytotoxicity","2/60","24/9707",0.00950200508220465,0.0380080203288186,0.0264082128392,"12010/14972",2
"300","GO:0002507","tolerance induction","2/60","24/9707",0.00950200508220465,0.0380080203288186,0.0264082128392,"14972/60533",2
"301","GO:0002726","positive regulation of T cell cytokine production","2/60","24/9707",0.00950200508220465,0.0380080203288186,0.0264082128392,"12010/58185",2
"302","GO:0043032","positive regulation of macrophage activation","2/60","24/9707",0.00950200508220465,0.0380080203288186,0.0264082128392,"15944/16859",2
"303","GO:0043330","response to exogenous dsRNA","2/60","24/9707",0.00950200508220465,0.0380080203288186,0.0264082128392,"20846/71586",2
"304","GO:0002709","regulation of T cell mediated immunity","3/60","72/9707",0.00989787379604395,0.0394612600026489,0.0274179329530303,"12010/14972/58185",3
"305","GO:0043068","positive regulation of programmed cell death","8/60","490/9707",0.0100932142705137,0.0401081170356151,0.0278673733094425,"55932/14469/20304/60533/16819/15958/16362/20302",8
"306","GO:0016525","negative regulation of angiogenesis","3/60","73/9707",0.010277305760464,0.0406138623992586,0.0282187683857972,"20846/15945/20296",3
"307","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","2/60","25/9707",0.0102875047496472,0.0406138623992586,0.0282187683857972,"16186/16362",2
"308","GO:2000181","negative regulation of blood vessel morphogenesis","3/60","75/9707",0.0110613438778575,0.0434006720966945,0.0301550613838419,"20846/15945/20296",3
"309","GO:0045648","positive regulation of erythrocyte differentiation","2/60","26/9707",0.0111008319719268,0.0434006720966945,0.0301550613838419,"20846/100038882",2
"310","GO:2000108","positive regulation of leukocyte apoptotic process","2/60","26/9707",0.0111008319719268,0.0434006720966945,0.0301550613838419,"20304/60533",2
"311","GO:0034767","positive regulation of monoatomic ion transmembrane transport","4/60","142/9707",0.0113657348656629,0.0442934747819402,0.0307753863345077,"15945/16819/17329/20296",4
"312","GO:0070664","negative regulation of leukocyte proliferation","3/60","76/9707",0.0114660164627837,0.0443987602328876,0.0308485393315182,"20293/60533/16859",3
"313","GO:1901343","negative regulation of vasculature development","3/60","76/9707",0.0114660164627837,0.0443987602328876,0.0308485393315182,"20846/15945/20296",3
"314","GO:0043367","CD4-positive, alpha-beta T cell differentiation","3/60","77/9707",0.0118791664050231,0.0458014210696796,0.0318231169495776,"58185/16186/16362",3
"315","GO:0002478","antigen processing and presentation of exogenous peptide antigen","2/60","27/9707",0.011941624635329,0.0458014210696796,0.0318231169495776,"12010/14972",2
"316","GO:1905523","positive regulation of macrophage migration","2/60","27/9707",0.011941624635329,0.0458014210696796,0.0318231169495776,"20304/20296",2
"317","GO:0002675","positive regulation of acute inflammatory response","2/60","28/9707",0.0128095239089936,0.048668159804703,0.0338149451483085,"14972/20304",2
"318","GO:0010758","regulation of macrophage chemotaxis","2/60","28/9707",0.0128095239089936,0.048668159804703,0.0338149451483085,"20304/20296",2
"319","GO:0039532","negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","2/60","28/9707",0.0128095239089936,0.048668159804703,0.0338149451483085,"15944/20128",2
"320","GO:0070665","positive regulation of leukocyte proliferation","4/60","148/9707",0.01307384322554,0.0495171812167328,0.0344048505935263,"15944/14972/20304/60533",4
