"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_89756_coefficient","contrast_89756_log2fc","contrast_89756_tstat","contrast_89756_pvalue"
"1911","1437698_at","17919","Myo5b","myosin VB",2.829e-07,5.529e-06,0.0512,-0.3893,-0.3893,-8.9781,1.775e-09
"1912","1439111_at","21807","Tsc22d1","TSC22 domain family, member 1",2.829e-07,5.529e-06,0.0512,-0.018,-0.018,-0.4062,0.6879
"1913","1416469_at","269593","Luzp1","leucine zipper protein 1",2.836e-07,5.536e-06,0.0512,-0.033,-0.033,-1.008,0.3227
"1914","1417647_at","69178","Snx5","sorting nexin 5",2.837e-07,5.536e-06,0.0512,0.146,0.146,2.9826,0.0061
"1915","1422492_at","12892","Cpox","coproporphyrinogen oxidase",2.841e-07,5.536e-06,0.0513,0.0111,0.0111,0.2074,0.8373
"1916","1429570_at","74568","Mlkl","mixed lineage kinase domain-like",2.839e-07,5.536e-06,0.0513,0.196,0.196,1.1081,0.2779
"1917","1415877_at","22240","Dpysl3","dihydropyrimidinase-like 3",2.842e-07,5.536e-06,0.0513,0.0223,0.0223,0.3549,0.7255
"1918","1416743_at","107652","Uap1","UDP-N-acetylglucosamine pyrophosphorylase 1",2.857e-07,5.564e-06,0.0514,-0.1669,-0.1669,-7.3472,8.002e-08
"1919","1426648_at","17164","Mapkapk2","MAP kinase-activated protein kinase 2",2.879e-07,5.603e-06,0.0514,0.1467,0.1467,3.0544,0.0051
"1920","1452380_at","13841","Epha7","Eph receptor A7",2.886e-07,5.612e-06,0.0514,-0.247,-0.247,-4.2378,2e-04
"1921","1415850_at","19414","Rasa3","RAS p21 protein activator 3",2.887e-07,5.612e-06,0.0514,0.1461,0.1461,3.3289,0.0026
"1922","1448317_at","66309","Tmem128","transmembrane protein 128",2.893e-07,5.621e-06,0.0515,0.1345,0.1345,4.8063,5.5e-05
"1923","1416357_a_at","84004","Mcam","melanoma cell adhesion molecule",2.896e-07,5.625e-06,0.0515,0.1119,0.1119,2.0634,0.0491
"1924","1424496_at","75731","Idnk","idnK gluconokinase homolog (E. coli)",2.923e-07,5.675e-06,0.0515,0.127,0.127,2.2291,0.0346
"1925","1451229_at","232232","Hdac11","histone deacetylase 11",2.942e-07,5.709e-06,0.0515,0.0514,0.0514,1.1488,0.261
"1926","1451149_at","72157","Pgm1","phosphoglucomutase 1",2.974e-07,5.766e-06,0.0516,0.1538,0.1538,4.978,3.489e-05
"1927","1452807_s_at","68952","Tlcd3b","TLC domain containing 3B",2.978e-07,5.771e-06,0.0516,-0.0329,-0.0329,-1.094,0.2839
"1928","1428623_at","18844","Plxna1","plexin A1",2.995e-07,5.802e-06,0.0516,0.0123,0.0123,0.3079,0.7606
"1929","1435429_x_at","67941","Rps27l","ribosomal protein S27-like",3.006e-07,5.82e-06,0.0516,0.2558,0.2558,5.4244,1.073e-05
"1930","1418624_at","22608","Ybx1","Y box protein 1",3.012e-07,5.83e-06,0.0517,-0.0211,-0.0211,-0.7007,0.4897
"1931","1451417_at","12189","Brca1","breast cancer 1, early onset",3.019e-07,5.841e-06,0.0517,0.4518,0.4518,6.2093,1.39e-06
"1932","1421096_at","22063","Trpc1","transient receptor potential cation channel, subfamily C, member 1",3.021e-07,5.843e-06,0.0517,-0.3553,-0.3553,-9.997,1.963e-10
"1933","1455628_at","54357","Epb41l4b","erythrocyte membrane protein band 4.1 like 4b",3.023e-07,5.843e-06,0.0517,0.2565,0.2565,4.1409,3e-04
"1934","1449983_a_at","18105","Nqo2","N-ribosyldihydronicotinamide quinone reductase 2",3.043e-07,5.877e-06,0.0518,0.164,0.164,2.9484,0.0066
"1935","1423775_s_at","233406","Prc1","protein regulator of cytokinesis 1",3.056e-07,5.897e-06,0.0518,0.5383,0.5383,9.4258,6.634e-10
"1936","1417827_at","59007","Ngly1","N-glycanase 1",3.055e-07,5.897e-06,0.0518,0.0788,0.0788,2.7343,0.0111
"1937","1417044_at","30949","Lcmt1","leucine carboxyl methyltransferase 1",3.06e-07,5.902e-06,0.0518,-0.1181,-0.1181,-4.479,1e-04
"1938","1427974_s_at","12289","Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit",3.062e-07,5.904e-06,0.0519,-0.1127,-0.1127,-2.5149,0.0184
"1939","1456389_at","24136","Zeb2","zinc finger E-box binding homeobox 2",3.063e-07,5.904e-06,0.0519,-0.0932,-0.0932,-1.7915,0.0848
"1940","1415878_at","20133","Rrm1","ribonucleotide reductase M1",3.097e-07,5.964e-06,0.0519,0.3759,0.3759,8.7705,2.827e-09
"1941","1433979_at","56516","Rbms2","RNA binding motif, single stranded interacting protein 2",3.114e-07,5.994e-06,0.052,0.2107,0.2107,5.097,2.547e-05
"1942","1418962_at","66147","Necap2","NECAP endocytosis associated 2",3.128e-07,6.015e-06,0.052,0.0496,0.0496,1.6121,0.1189
"1943","1432431_s_at","72899","Macrod2","mono-ADP ribosylhydrolase 2",3.127e-07,6.015e-06,0.052,-0.0456,-0.0456,-0.9108,0.3707
"1944","1449314_at","22762","Zfpm2","zinc finger protein, multitype 2",3.13e-07,6.017e-06,0.052,0.3484,0.3484,5.0334,3.014e-05
"1945","1426782_at","70693","Adgra3","adhesion G protein-coupled receptor A3",3.149e-07,6.052e-06,0.052,-0.0716,-0.0716,-1.923,0.0654
"1946","1429163_at","233651","Dchs1","dachsous cadherin related 1",3.153e-07,6.053e-06,0.0521,0.0966,0.0966,1.9744,0.059
"1947","1448696_at","15203","Heph","hephaestin",3.154e-07,6.054e-06,0.0521,0.407,0.407,7.34,8.144e-08
"1948","1434297_at","245269","Nim1k","NIM1 serine/threonine protein kinase",3.167e-07,6.075e-06,0.0521,-0.3674,-0.3674,-7.6804,3.572e-08
"1949","1454803_a_at","232232","Hdac11","histone deacetylase 11",3.209e-07,6.148e-06,0.0522,0.0706,0.0706,1.5946,0.1228
"1950","1431379_a_at","55961","Slc13a1","solute carrier family 13 (sodium/sulfate symporters), member 1",3.209e-07,6.148e-06,0.0522,0.1114,0.1114,1.4862,0.1492
"1951","1454654_at","224132","Slc49a4","solute carrier family 49 member 4",3.212e-07,6.15e-06,0.0522,-0.1305,-0.1305,-4.9012,4.277e-05
"1952","1456523_at","100039239","Ctxnd1","cortexin domain containing 1",3.214e-07,6.153e-06,0.0522,0.2122,0.2122,2.8974,0.0075
"1953","1456163_at","108900","Fam72a","family with sequence similarity 72, member A",3.248e-07,6.214e-06,0.0523,0.1885,0.1885,3.1955,0.0036
"1954","1452315_at","16551","Kif11","kinesin family member 11",3.262e-07,6.236e-06,0.0523,0.42,0.42,6.199,1.427e-06
"1955","1452878_at","18754","Prkce","protein kinase C, epsilon",3.262e-07,6.236e-06,0.0523,-0.1469,-0.1469,-6.2096,1.389e-06
"1956","1426024_a_at","56320","Dbn1","drebrin 1",3.264e-07,6.237e-06,0.0523,0.0084,0.0084,0.2154,0.8312
"1957","1421436_at","14804","Grid2","glutamate receptor, ionotropic, delta 2",3.274e-07,6.253e-06,0.0524,0.1294,0.1294,2.739,0.0109
"1958","1431162_a_at","13800","Enah","ENAH actin regulator",3.294e-07,6.289e-06,0.0524,-0.048,-0.048,-0.6961,0.4925
"1959","1453282_at","13052","Cxadr","coxsackie virus and adenovirus receptor",3.317e-07,6.328e-06,0.0524,0.026,0.026,0.5328,0.5987
"1960","1429798_s_at","67272","Cmtm5","CKLF-like MARVEL transmembrane domain containing 5",3.322e-07,6.334e-06,0.0524,0.1274,0.1274,2.3277,0.0279
"1961","1444687_at","226359","C1ql2","complement component 1, q subcomponent-like 2",3.33e-07,6.347e-06,0.0525,0.5593,0.5593,4.9268,3.997e-05
"1962","1455889_at","330450","Far2","fatty acyl CoA reductase 2",3.335e-07,6.354e-06,0.0525,-0.1474,-0.1474,-4.3086,2e-04
"1963","1417928_at","30794","Pdlim4","PDZ and LIM domain 4",3.357e-07,6.388e-06,0.0526,0.2557,0.2557,4.811,5.432e-05
"1964","1418451_at","14702","Gng2","guanine nucleotide binding protein (G protein), gamma 2",3.367e-07,6.402e-06,0.0526,-0.0181,-0.0181,-0.4425,0.6618
"1965","1422883_at","84092","Usp8","ubiquitin specific peptidase 8",3.391e-07,6.44e-06,0.0527,0.0678,0.0678,1.8142,0.0811
"1966","1429172_a_at","54392","Ncapg","non-SMC condensin I complex, subunit G",3.401e-07,6.455e-06,0.0527,0.5533,0.5533,5.7842,4.179e-06
"1967","1445888_x_at","235587","Parp3","poly (ADP-ribose) polymerase family, member 3",3.403e-07,6.457e-06,0.0527,0.1418,0.1418,2.7858,0.0098
"1968","1450024_at","24069","Sufu","SUFU negative regulator of hedgehog signaling",3.417e-07,6.478e-06,0.0528,0.189,0.189,4.5565,1e-04
"1969","1454806_at","76820","Cyria","CYFIP related Rac1 interactor A",3.463e-07,6.559e-06,0.0528,-0.1694,-0.1694,-3.7611,9e-04
"1970","1429401_at","71069","Stox2","storkhead box 2",3.465e-07,6.561e-06,0.0528,0.0112,0.0112,0.263,0.7946
"1971","1452654_at","70546","Zdhhc2","zinc finger, DHHC domain containing 2",3.469e-07,6.565e-06,0.0528,-0.1131,-0.1131,-2.7994,0.0095
"1972","1418501_a_at","170719","Oxr1","oxidation resistance 1",3.474e-07,6.569e-06,0.0529,-0.0238,-0.0238,-0.6826,0.5008
"1973","1453273_at","67498","Kcnv1","potassium channel, subfamily V, member 1",3.474e-07,6.569e-06,0.0529,-0.603,-0.603,-9.5317,5.276e-10
"1974","1443327_at","210108","D130043K22Rik","RIKEN cDNA D130043K22 gene",3.478e-07,6.572e-06,0.0529,-0.2277,-0.2277,-6.2342,1.303e-06
"1975","1431430_s_at","66949","Trim59","tripartite motif-containing 59",3.479e-07,6.572e-06,0.0529,0.3591,0.3591,7.6636,3.72e-08
"1976","1438228_at","74430","Cfap20dc","CFAP20 domain containing",3.487e-07,6.582e-06,0.053,-0.1969,-0.1969,-4.9374,3.886e-05
"1977","1435222_at","108655","Foxp1","forkhead box P1",3.504e-07,6.61e-06,0.053,-0.2117,-0.2117,-3.9984,5e-04
"1978","1417025_at","14969","H2-Eb1","histocompatibility 2, class II antigen E beta",3.518e-07,6.63e-06,0.0531,0.2668,0.2668,1.3443,0.1904
"1979","1422852_at","56506","Cib2","calcium and integrin binding family member 2",3.554e-07,6.686e-06,0.0532,-0.0106,-0.0106,-0.2301,0.8198
"1980","1421311_at","18526","Pcdh10","protocadherin 10",3.553e-07,6.686e-06,0.0531,-0.1454,-0.1454,-3.1869,0.0037
"1981","1416111_at","12522","Cd83","CD83 antigen",3.566e-07,6.704e-06,0.0532,0.2158,0.2158,4.4811,1e-04
"1982","1437558_at","12563","Cdh6","cadherin 6",3.592e-07,6.744e-06,0.0533,-0.133,-0.133,-3.2824,0.0029
"1983","1452366_at","234356","Csgalnact1","chondroitin sulfate N-acetylgalactosaminyltransferase 1",3.592e-07,6.744e-06,0.0532,-0.2614,-0.2614,-6.8785,2.547e-07
"1984","1420739_at","18488","Cntn3","contactin 3",3.597e-07,6.748e-06,0.0533,-0.3565,-0.3565,-7.3705,7.559e-08
"1985","1436025_at","108686","Ccdc88a","coiled coil domain containing 88A",3.604e-07,6.757e-06,0.0533,-0.0423,-0.0423,-0.9989,0.327
"1986","1437112_at","18805","Pld1","phospholipase D1",3.637e-07,6.818e-06,0.0534,0.1783,0.1783,3.1337,0.0042
"1987","1436303_at","17356","Afdn","afadin, adherens junction formation factor",3.643e-07,6.823e-06,0.0534,-0.0174,-0.0174,-0.5624,0.5786
"1988","1441308_at","17433","Mobp","myelin-associated oligodendrocytic basic protein",3.643e-07,6.823e-06,0.0534,0.1275,0.1275,2.3232,0.0282
"1989","1448886_at","14462","Gata3","GATA binding protein 3",3.645e-07,6.823e-06,0.0534,1.848,1.848,6.79,3.178e-07
"1990","1436305_at","268291","Rnf217","ring finger protein 217",3.69e-07,6.906e-06,0.0534,-0.105,-0.105,-4.0657,4e-04
"1991","1460338_a_at","54394","Crlf3","cytokine receptor-like factor 3",3.693e-07,6.908e-06,0.0535,0.0529,0.0529,1.323,0.1973
"1992","1416544_at","14056","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit",3.695e-07,6.909e-06,0.0535,0.5285,0.5285,9.7184,3.537e-10
"1993","1428948_at","16531","Kcnma1","potassium large conductance calcium-activated channel, subfamily M, alpha member 1",3.71e-07,6.934e-06,0.0535,-0.4185,-0.4185,-7.379,7.404e-08
"1994","1435967_s_at","58875","Hibadh","3-hydroxyisobutyrate dehydrogenase",3.744e-07,6.995e-06,0.0535,0.0756,0.0756,2.1172,0.0439
"1995","1436532_at","245038","Dclk3","doublecortin-like kinase 3",3.748e-07,6.997e-06,0.0536,-0.4025,-0.4025,-6.7625,3.406e-07
"1996","1422558_at","14431","Gamt","guanidinoacetate methyltransferase",3.749e-07,6.997e-06,0.0536,0.1591,0.1591,2.7226,0.0114
"1997","1420146_at","24001","Tiam2","T cell lymphoma invasion and metastasis 2",3.763e-07,7.021e-06,0.0536,-0.3538,-0.3538,-5.2936,1.515e-05
"1998","1428936_at","67972","Atp2b1","ATPase, Ca++ transporting, plasma membrane 1",3.769e-07,7.029e-06,0.0536,-0.2196,-0.2196,-5.4364,1.04e-05
"1999","1454748_at","223646","Naprt","nicotinate phosphoribosyltransferase",3.781e-07,7.045e-06,0.0537,0.0452,0.0452,1.004,0.3246
"2000","1460031_at","93690","Gpr45","G protein-coupled receptor 45",3.799e-07,7.072e-06,0.0537,-0.1364,-0.1364,-3.2047,0.0035
"2001","1419208_at","26410","Map3k8","mitogen-activated protein kinase kinase kinase 8",3.812e-07,7.093e-06,0.0538,0.0468,0.0468,0.6629,0.5132
"2002","1436408_at","104582","Rprml","reprimo-like",3.84e-07,7.141e-06,0.0538,-0.5991,-0.5991,-9.6477,4.113e-10
"2003","1425231_a_at","22704","Zfp46","zinc finger protein 46",3.846e-07,7.15e-06,0.0538,-0.1071,-0.1071,-3.2903,0.0029
"2004","1449158_at","16526","Kcnk2","potassium channel, subfamily K, member 2",3.863e-07,7.175e-06,0.0538,-0.3092,-0.3092,-8.5277,4.906e-09
"2005","1449129_a_at","56461","Kcnip3","Kv channel interacting protein 3, calsenilin",3.884e-07,7.211e-06,0.0539,0.0273,0.0273,0.5869,0.5623
"2006","1447803_x_at","12332","Capg","capping actin protein, gelsolin like",3.891e-07,7.222e-06,0.0539,0.2221,0.2221,2.9316,0.0069
"2007","1436037_at","16401","Itga4","integrin alpha 4",3.914e-07,7.257e-06,0.0539,0.0173,0.0173,0.4543,0.6534
"2008","1416059_at","27054","Sec23b","SEC23 homolog B, COPII coat complex component",3.917e-07,7.261e-06,0.054,0.0653,0.0653,2.5456,0.0171
"2009","1456144_at","260315","Nav3","neuron navigator 3",3.925e-07,7.269e-06,0.054,-0.2835,-0.2835,-7.3467,8.011e-08
"2010","1436673_at","233805","Dcun1d3","defective in cullin neddylation 1 domain containing 3",3.957e-07,7.322e-06,0.054,-0.0959,-0.0959,-2.8258,0.0089
"2011","1424424_at","30791","Slc39a1","solute carrier family 39 (zinc transporter), member 1",3.986e-07,7.373e-06,0.0541,0.0537,0.0537,1.5513,0.1328
"2012","1449156_at","17085","Ly9","lymphocyte antigen 9",3.998e-07,7.388e-06,0.0541,0.2433,0.2433,2.1836,0.0381
"2013","1435126_at","252864","Dusp15","dual specificity phosphatase-like 15",3.997e-07,7.388e-06,0.0541,0.1675,0.1675,3.7958,8e-04
"2014","1437284_at","14362","Fzd1","frizzled class receptor 1",4.003e-07,7.396e-06,0.0541,0.5361,0.5361,7.2451,1.027e-07
"2015","1449229_a_at","53886","Cdkl2","cyclin dependent kinase like 2",4.006e-07,7.396e-06,0.0542,-0.201,-0.201,-4.7495,6.394e-05
"2016","1418886_s_at","170718","Idh3b","isocitrate dehydrogenase 3 (NAD+) beta",4.007e-07,7.396e-06,0.0542,0.0213,0.0213,0.8359,0.4108
"2017","1451737_at","18708","Pik3r1","phosphoinositide-3-kinase regulatory subunit 1",4.042e-07,7.454e-06,0.0542,-0.069,-0.069,-1.5136,0.1421
"2018","1419354_at","93691","Klf7","Kruppel-like transcription factor 7 (ubiquitous)",4.053e-07,7.47e-06,0.0543,0.0132,0.0132,0.2692,0.7899
"2019","1436829_at","330863","Trim67","tripartite motif-containing 67",4.064e-07,7.487e-06,0.0543,0.2782,0.2782,3.0362,0.0054
"2020","1445340_at","105689","Mycbp2","MYC binding protein 2, E3 ubiquitin protein ligase",4.122e-07,7.587e-06,0.0543,-0.047,-0.047,-0.9574,0.3471
"2021","1416875_at","64099","Parvg","parvin, gamma",4.146e-07,7.623e-06,0.0544,-0.0241,-0.0241,-0.4621,0.6478
"2022","1421186_at","12772","Ccr2","C-C motif chemokine receptor 2",4.165e-07,7.653e-06,0.0544,0.2062,0.2062,2.2178,0.0354
"2023","1450932_s_at","105445","Dock9","dedicator of cytokinesis 9",4.174e-07,7.66e-06,0.0545,-0.1576,-0.1576,-4.5617,1e-04
"2024","1433674_a_at","83673","Snhg1","small nucleolar RNA host gene 1",4.228e-07,7.757e-06,0.0545,0.2702,0.2702,7.9277,1.982e-08
"2025","1422637_at","54354","Rassf5","Ras association (RalGDS/AF-6) domain family member 5",4.255e-07,7.802e-06,0.0545,-0.0186,-0.0186,-0.3225,0.7497
"2026","1440870_at","70673","Prdm16","PR domain containing 16",4.276e-07,7.836e-06,0.0546,-0.1264,-0.1264,-2.185,0.038
"2027","1455197_at","223881","Rnd1","Rho family GTPase 1",4.276e-07,7.836e-06,0.0546,-0.324,-0.324,-7.292,9.158e-08
"2028","1422932_a_at","22324","Vav1","vav 1 oncogene",4.287e-07,7.853e-06,0.0546,0.0807,0.0807,0.7868,0.4385
"2029","1441579_at","242523","Dmrta1","doublesex and mab-3 related transcription factor like family A1",4.289e-07,7.853e-06,0.0546,0.3052,0.3052,3.869,7e-04
"2030","1425425_a_at","24117","Wif1","Wnt inhibitory factor 1",4.299e-07,7.867e-06,0.0546,0.8636,0.8636,6.4102,8.309e-07
"2031","1416503_at","17035","Lxn","latexin",4.337e-07,7.927e-06,0.0547,0.1941,0.1941,5.117,2.415e-05
"2032","1442272_at","270049","Galntl6","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6",4.342e-07,7.933e-06,0.0547,-0.1444,-0.1444,-3.5005,0.0017
"2033","1416167_at","53381","Prdx4","peroxiredoxin 4",4.361e-07,7.966e-06,0.0548,0.2572,0.2572,6.9807,1.974e-07
"2034","1440116_at","330286","D630045J12Rik","RIKEN cDNA D630045J12 gene",4.378e-07,7.986e-06,0.0548,0.0392,0.0392,0.6898,0.4964
"2035","1420412_at","22035","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10",4.384e-07,7.991e-06,0.0549,0.14,0.14,1.1541,0.2589
"2036","1450626_at","110173","Manba","mannosidase, beta A, lysosomal",4.388e-07,7.994e-06,0.0549,0.1064,0.1064,2.7269,0.0113
"2037","1444155_at","18080","Nin","ninein",4.392e-07,7.999e-06,0.0549,-0.1693,-0.1693,-3.8503,7e-04
"2038","1419647_a_at","15937","Ier3","immediate early response 3",4.419e-07,8.044e-06,0.0549,0.0832,0.0832,1.3338,0.1937
"2039","1435793_at","208117","Aph1b","aph1 homolog B, gamma secretase subunit",4.466e-07,8.124e-06,0.055,-0.0835,-0.0835,-2.0146,0.0543
"2040","1418136_at","21804","Tgfb1i1","transforming growth factor beta 1 induced transcript 1",4.483e-07,8.151e-06,0.055,-0.2325,-0.2325,-6.357,9.518e-07
"2041","1435697_a_at","227929","Cytip","cytohesin 1 interacting protein",4.532e-07,8.237e-06,0.055,0.149,0.149,1.1512,0.26
"2042","1427100_at","70083","Metrn","meteorin, glial cell differentiation regulator",4.537e-07,8.242e-06,0.055,0.2011,0.2011,3.6397,0.0012
"2043","1445686_at","102634933","Gm26871","predicted gene, 26871",4.546e-07,8.253e-06,0.0551,-0.3021,-0.3021,-3.3287,0.0026
"2044","1423675_at","230484","Usp1","ubiquitin specific peptidase 1",4.558e-07,8.267e-06,0.0551,0.3682,0.3682,6.9108,2.349e-07
"2045","1421910_at","21411","Tcf20","transcription factor 20",4.557e-07,8.267e-06,0.0551,-0.0126,-0.0126,-0.3842,0.7039
"2046","1418181_at","19245","Ptp4a3","protein tyrosine phosphatase 4a3",4.575e-07,8.295e-06,0.0552,-0.1612,-0.1612,-4.1992,3e-04
"2047","1416795_at","68631","Cryl1","crystallin, lambda 1",4.592e-07,8.323e-06,0.0552,-0.2932,-0.2932,-7.5932,4.406e-08
"2048","1446273_at","94109","Csmd1","CUB and Sushi multiple domains 1",4.602e-07,8.338e-06,0.0552,-0.2739,-0.2739,-7.0713,1.577e-07
"2049","1434112_at","99633","Adgrl2","adhesion G protein-coupled receptor L2",4.608e-07,8.346e-06,0.0552,-0.0361,-0.0361,-0.7678,0.4495
"2050","1429685_at","14401","Gabrb2","gamma-aminobutyric acid type A receptor subunit beta 2",4.611e-07,8.348e-06,0.0552,-0.2728,-0.2728,-8.0484,1.491e-08
"2051","1442865_at","331374","Dgkk","diacylglycerol kinase kappa",4.632e-07,8.382e-06,0.0553,0.3796,0.3796,5.5,8.796e-06
"2052","1452458_s_at","69706","Lrr1","leucine rich repeat protein 1",4.637e-07,8.387e-06,0.0553,0.6415,0.6415,8.4864,5.393e-09
"2053","1416457_at","51793","Ddah2","DDAH family member 2, ADMA independent",4.644e-07,8.398e-06,0.0553,0.5296,0.5296,9.5012,5.636e-10
"2054","1424945_at","83453","Chrdl1","chordin-like 1",4.649e-07,8.402e-06,0.0553,-0.295,-0.295,-6.0058,2.35e-06
"2055","1426169_a_at","56743","Lat2","linker for activation of T cells family, member 2",4.719e-07,8.511e-06,0.0554,0.1691,0.1691,1.7517,0.0915
"2056","1451340_at","214855","Arid5a","AT-rich interaction domain 5A",4.717e-07,8.511e-06,0.0554,0.0047,0.0047,0.0675,0.9467
"2057","1459741_x_at","22228","Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)",4.723e-07,8.512e-06,0.0555,0.1089,0.1089,2.3279,0.0279
"2058","1451246_s_at","20877","Aurkb","aurora kinase B",4.728e-07,8.517e-06,0.0555,0.3652,0.3652,6.2039,1.409e-06
"2059","1428942_at","17750","Mt2","metallothionein 2",4.737e-07,8.53e-06,0.0555,0.1748,0.1748,3.5579,0.0015
"2060","1427261_at","211652","Wwc1","WW, C2 and coiled-coil domain containing 1",4.75e-07,8.551e-06,0.0556,-0.3488,-0.3488,-6.3961,8.614e-07
"2061","1428829_at","329260","Dennd1b","DENN domain containing 1B",4.764e-07,8.57e-06,0.0556,0.1791,0.1791,3.7209,0.001
"2062","1448151_at","15568","Elavl1","ELAV like RNA binding protein 1",4.763e-07,8.57e-06,0.0556,0.1972,0.1972,6.096,1.861e-06
"2063","1460574_at","329628","Fat4","FAT atypical cadherin 4",4.776e-07,8.587e-06,0.0556,0.1581,0.1581,2.6772,0.0126
"2064","1447806_s_at","56504","Srpk3","serine/arginine-rich protein specific kinase 3",4.785e-07,8.6e-06,0.0556,0.1476,0.1476,1.9074,0.0675
"2065","1419592_at","22253","Unc5c","unc-5 netrin receptor C",4.794e-07,8.612e-06,0.0557,0.3635,0.3635,6.4586,7.344e-07
"2066","1425846_a_at","140904","Caln1","calneuron 1",4.806e-07,8.63e-06,0.0557,-0.1714,-0.1714,-5.1557,2.18e-05
"2067","1428940_at","14682","Gnaq","guanine nucleotide binding protein, alpha q polypeptide",4.83e-07,8.663e-06,0.0557,-0.074,-0.074,-2.0666,0.0488
"2068","1421100_a_at","13131","Dab1","disabled 1",4.83e-07,8.663e-06,0.0558,-0.0626,-0.0626,-1.4003,0.1731
"2069","1437268_at","236285","Lancl3","LanC lantibiotic synthetase component C-like 3 (bacterial)",4.856e-07,8.7e-06,0.0558,-0.0856,-0.0856,-1.4382,0.1622
"2070","1418334_at","27214","Dbf4","DBF4 zinc finger",4.863e-07,8.708e-06,0.0558,0.4781,0.4781,9.204,1.077e-09
"2071","1434451_at","20238","Atxn1","ataxin 1",4.865e-07,8.708e-06,0.0559,-0.3709,-0.3709,-9.1357,1.252e-09
"2072","1415897_a_at","56615","Mgst1","microsomal glutathione S-transferase 1",4.895e-07,8.757e-06,0.0559,0.4116,0.4116,8.1213,1.256e-08
"2073","1422865_at","12394","Runx1","runt related transcription factor 1",4.909e-07,8.777e-06,0.0559,0.2667,0.2667,3.0247,0.0055
"2074","1448786_at","66857","Plbd1","phospholipase B domain containing 1",4.916e-07,8.787e-06,0.056,0.167,0.167,1.4541,0.1578
"2075","1455548_at","228836","Dlgap4","DLG associated protein 4",4.928e-07,8.8e-06,0.056,-0.1366,-0.1366,-4.2996,2e-04
"2076","1428379_at","140919","Slc17a6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",4.934e-07,8.809e-06,0.056,0.6366,0.6366,6.4227,8.047e-07
"2077","1452968_at","68588","Cthrc1","collagen triple helix repeat containing 1",4.956e-07,8.843e-06,0.056,0.2721,0.2721,4.8842,4.474e-05
"2078","1420573_at","15429","Hoxd1","homeobox D1",4.963e-07,8.853e-06,0.0561,0.3129,0.3129,5.096,2.553e-05
"2079","1418252_at","18600","Padi2","peptidyl arginine deiminase, type II",4.974e-07,8.869e-06,0.0561,0.064,0.064,1.019,0.3175
"2080","1428931_a_at","67287","Parp6","poly (ADP-ribose) polymerase family, member 6",4.979e-07,8.875e-06,0.0561,-0.1435,-0.1435,-5.0042,3.256e-05
"2081","1447346_s_at","18218","Dusp8","dual specificity phosphatase 8",4.999e-07,8.907e-06,0.0561,-0.1055,-0.1055,-2.901,0.0074
"2082","1455549_at","228071","Sestd1","SEC14 and spectrin domains 1",5.009e-07,8.918e-06,0.0562,-0.0663,-0.0663,-1.962,0.0605
"2083","1435777_at","319622","Itpripl2","inositol 1,4,5-triphosphate receptor interacting protein-like 2",5.014e-07,8.922e-06,0.0562,0.0105,0.0105,0.1829,0.8563
"2084","1450973_s_at","26390","Mapkbp1","mitogen-activated protein kinase binding protein 1",5.027e-07,8.941e-06,0.0562,-0.1417,-0.1417,-3.4031,0.0022
"2085","1452507_at","13396","Dlx6","distal-less homeobox 6",5.037e-07,8.952e-06,0.0563,-0.4756,-0.4756,-4.6285,8.811e-05
"2086","1450662_at","21754","Tesk1","testis specific protein kinase 1",5.048e-07,8.97e-06,0.0563,-0.0422,-0.0422,-1.2824,0.2109
"2087","1417333_at","54153","Rasa4","RAS p21 protein activator 4",5.064e-07,8.994e-06,0.0563,0.36,0.36,3.9705,5e-04
"2088","1428209_at","406217","Bex4","brain expressed X-linked 4",5.077e-07,9.014e-06,0.0563,0.0824,0.0824,1.8921,0.0696
"2089","1441420_at","93842","Igsf9","immunoglobulin superfamily, member 9",5.102e-07,9.05e-06,0.0564,-0.0885,-0.0885,-1.6359,0.1138
"2090","1454849_x_at","12759","Clu","clusterin",5.113e-07,9.063e-06,0.0564,0.0514,0.0514,1.0573,0.3
"2091","1440310_at","12395","Runx1t1","RUNX1 translocation partner 1",5.132e-07,9.093e-06,0.0564,-0.003,-0.003,-0.0398,0.9686
"2092","1427923_at","230709","Zmpste24","zinc metallopeptidase, STE24",5.136e-07,9.097e-06,0.0565,0.0926,0.0926,3.0996,0.0046
"2093","1421286_a_at","11944","Atp4a","ATPase, H+/K+ exchanging, gastric, alpha polypeptide",5.197e-07,9.2e-06,0.0565,-0.0722,-0.0722,-1.5712,0.1281
"2094","1447813_x_at","20491","Sla","src-like adaptor",5.2e-07,9.202e-06,0.0565,-0.1373,-0.1373,-1.8185,0.0804
"2095","1422626_at","17389","Mmp16","matrix metallopeptidase 16",5.257e-07,9.293e-06,0.0566,-0.0275,-0.0275,-0.6629,0.5132
